�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
2020-09-22,'000795,荎醫貌,5.83,5.95,5.83,5.93,5.98,-0.15,-2.5084,1.0537,11945377,70240705.99,6609378320.49,6609378320.49
2020-09-21,'000795,荎醫貌,5.98,6.04,5.93,6.01,5.97,0.01,0.1675,1.0519,11925300,71450918.98,6779430935.94,6779430935.94
2020-09-18,'000795,荎醫貌,5.97,5.97,5.83,5.85,5.86,0.11,1.8771,1.0663,12088764,71486573.44,6768094094.91,6768094094.91
2020-09-17,'000795,荎醫貌,5.86,5.92,5.81,5.9,5.89,-0.03,-0.5093,0.7506,8508920,49795296.8,6643388843.58,6643388843.58
2020-09-16,'000795,荎醫貌,5.89,5.97,5.86,5.96,5.96,-0.07,-1.1745,0.792,8978966,52957021.64,6677399366.67,6677399366.67
2020-09-15,'000795,荎醫貌,5.96,6.0,5.92,6.0,6.0,-0.04,-0.6667,0.7766,8804364,52452675.4,6756757253.88,6756757253.88
2020-09-14,'000795,荎醫貌,6.0,6.02,5.86,5.87,5.88,0.12,2.0408,1.3814,15660422,93454849.38,6802104618.0,6802104618.0
2020-09-11,'000795,荎醫貌,5.88,5.88,5.77,5.82,5.85,0.03,0.5128,1.0319,11698800,68152277.0,6666062525.64,6666062525.64
2020-09-10,'000795,荎醫貌,5.85,6.03,5.85,6.0,5.97,-0.12,-2.0101,1.6474,18676700,110555551.0,6632052002.55,6632052002.55
2020-09-09,'000795,荎醫貌,5.97,6.1,5.95,6.05,6.11,-0.14,-2.2913,1.7063,19343584,116437340.18,6768094094.91,6768094094.91
2020-09-08,'000795,荎醫貌,6.11,6.15,6.01,6.01,6.02,0.09,1.495,1.6398,18589601,113211917.46,6926809869.33,6926809869.33
2020-09-07,'000795,荎醫貌,6.02,6.12,5.98,6.05,6.01,0.01,0.1664,1.4854,16839536,102113093.05,6824778300.06,6824778300.06
2020-09-04,'000795,荎醫貌,6.01,6.02,5.85,5.91,5.98,0.03,0.5017,1.0153,11510659,68439067.51,6813441459.03,6813441459.03
2020-09-03,'000795,荎醫貌,5.98,6.11,5.97,6.1,6.11,-0.13,-2.1277,1.6354,18540095,111635419.93,6779430935.94,6779430935.94
2020-09-02,'000795,荎醫貌,6.11,6.17,6.09,6.17,6.17,-0.06,-0.9724,1.4092,15975376,97696127.94,6926809869.33,6926809869.33
2020-09-01,'000795,荎醫貌,6.17,6.19,6.09,6.1,6.12,0.05,0.817,1.2191,13821215,84904913.4,6994830915.51,6994830915.51
2020-08-31,'000795,荎醫貌,6.12,6.21,6.11,6.15,6.13,-0.01,-0.1631,1.3326,15108000,93055525.0,6938146710.36,6938146710.36
2020-08-28,'000795,荎醫貌,6.13,6.17,6.01,6.07,6.06,0.07,1.1551,1.5157,17182947,104892911.23,6949483551.39,6949483551.39
2020-08-27,'000795,荎醫貌,6.06,6.07,5.93,5.99,5.97,0.09,1.5075,1.3462,15262054,91919924.82,6870125664.18,6870125664.18
2020-08-26,'000795,荎醫貌,5.97,6.18,5.96,6.18,6.2,-0.23,-3.7097,2.4942,28276462,170938750.56,6768094094.91,6768094094.91
2020-08-25,'000795,荎醫貌,6.2,6.3,6.18,6.28,6.28,-0.08,-1.2739,1.7938,20336316,126741142.92,7028841438.6,7028841438.6
2020-08-24,'000795,荎醫貌,6.28,6.33,6.19,6.28,6.25,0.03,0.48,1.6134,18290528,114749608.76,7119536166.84,7119536166.84
2020-08-21,'000795,荎醫貌,6.25,6.35,6.18,6.19,6.19,0.06,0.9693,1.9653,22280700,139208897.02,7085525643.75,7085525643.75
2020-08-20,'000795,荎醫貌,6.19,6.34,6.14,6.3,6.38,-0.19,-2.9781,3.3572,38059702,237039587.3,7017504597.57,7017504597.57
2020-08-19,'000795,荎醫貌,6.38,6.65,6.36,6.58,6.52,-0.14,-2.1472,4.1017,46500128,302499598.38,7232904577.14,7232904577.14
2020-08-18,'000795,荎醫貌,6.52,6.66,6.5,6.59,6.59,-0.07,-1.0622,3.473,39373106,258403581.2,7391620351.56,7391620351.56
2020-08-17,'000795,荎醫貌,6.59,6.6,6.41,6.47,6.51,0.08,1.2289,3.4764,39411195,256893331.09,7470978238.77,7470978238.77
2020-08-14,'000795,荎醫貌,6.51,6.6,6.45,6.47,6.47,0.04,0.6182,2.893,32797693,213301531.83,7380283510.53,7380283510.53
2020-08-13,'000795,荎醫貌,6.47,6.53,6.41,6.46,6.49,-0.02,-0.3082,3.3104,37529522,242773637.29,7334936146.41,7334936146.41
2020-08-12,'000795,荎醫貌,6.49,6.62,6.36,6.58,6.68,-0.19,-2.8443,5.1345,58209311,376069273.96,7357609828.47,7357609828.47
2020-08-11,'000795,荎醫貌,6.68,6.97,6.61,6.81,6.82,-0.14,-2.0528,6.7856,76927177,524790445.85,7573009808.04,7573009808.04
2020-08-10,'000795,荎醫貌,6.82,7.29,6.8,6.99,7.02,-0.2,-2.849,9.0061,102100301,713258700.97,7731725582.46,7731725582.46
2020-08-07,'000795,荎醫貌,7.02,7.08,6.6,6.7,6.77,0.25,3.6928,11.286,127947416,882739326.73,7958462403.06,7958462403.06
2020-08-06,'000795,荎醫貌,6.77,6.86,6.55,6.62,6.72,0.05,0.744,8.7472,99165827,665619867.48,7675041377.31,7675041377.31
2020-08-05,'000795,荎醫貌,6.72,6.86,6.43,6.51,6.53,0.19,2.9096,8.118,92032849,612577039.18,7618357172.16,7618357172.16
2020-08-04,'000795,荎醫貌,6.53,6.76,6.51,6.7,6.67,-0.14,-2.099,5.4405,61677880,405881732.08,7402957192.59,7402957192.59
2020-08-03,'000795,荎醫貌,6.67,6.71,6.38,6.43,6.43,0.24,3.7325,5.5862,63330324,416757569.46,7561672967.01,7561672967.01
2020-07-31,'000795,荎醫貌,6.43,6.56,6.35,6.5,6.5,-0.07,-1.0769,4.5726,51838403,334012653.19,7289588782.29,7289588782.29
2020-07-30,'000795,荎醫貌,6.5,6.79,6.46,6.75,6.71,-0.21,-3.1297,5.4404,61677416,405888289.74,7368946669.5,7368946669.5
2020-07-29,'000795,荎醫貌,6.71,6.76,6.54,6.59,6.6,0.11,1.6667,5.9931,67943148,452202429.55,7607020331.13,7607020331.13
2020-07-28,'000795,荎醫貌,6.6,6.71,6.25,6.25,6.23,0.37,5.939,8.6435,97990231,641325742.86,7482315079.8,7482315079.8
2020-07-27,'000795,荎醫貌,6.23,6.48,6.13,6.29,6.31,-0.08,-1.2678,5.1713,58626221,367530080.4,7062851961.69,7062851961.69
2020-07-24,'000795,荎醫貌,6.31,6.79,6.28,6.63,6.78,-0.47,-6.9322,8.9573,101546999,664658976.25,7153546689.93,7153546689.93
2020-07-23,'000795,荎醫貌,6.78,7.25,6.73,7.0,6.88,-0.1,-1.4535,13.2407,150107962,1044591155.08,7686378218.34,7686378218.34
2020-07-22,'000795,荎醫貌,6.88,6.94,6.53,6.72,6.59,0.29,4.4006,9.3321,105797053,712079876.7,7799746628.64,7799746628.64
2020-07-21,'000795,荎醫貌,6.59,6.88,6.51,6.67,6.7,-0.11,-1.6418,6.8795,77991749,517153493.5,7470978238.77,7470978238.77
2020-07-20,'000795,荎醫貌,6.7,6.75,6.05,6.18,6.17,0.53,8.59,10.3239,117040881,761722810.86,7595683490.1,7595683490.1
2020-07-17,'000795,荎醫貌,6.17,6.27,5.84,6.23,6.49,-0.32,-4.9307,8.2555,93591676,565476421.51,6994830915.51,6994830915.51
2020-07-16,'000795,荎醫貌,6.49,6.8,6.31,6.38,6.18,0.31,5.0162,12.6445,143348693,948629036.72,7357609828.47,7357609828.47
2020-07-15,'000795,荎醫貌,6.18,6.65,6.15,6.59,6.54,-0.36,-5.5046,5.3432,60574502,385757359.8,7006167756.54,7006167756.54
2020-07-14,'000795,荎醫貌,6.54,6.74,6.38,6.43,6.44,0.1,1.5528,7.3899,83778239,548644611.5,7414294033.62,7414294033.62
2020-07-13,'000795,荎醫貌,6.44,6.47,6.26,6.3,6.3,0.14,2.2222,5.3926,61135177,391288903.29,7300925623.32,7300925623.32
2020-07-10,'000795,荎醫貌,6.3,6.57,6.23,6.5,6.59,-0.29,-4.4006,7.0858,80330111,514119961.13,7142209848.9,7142209848.9
2020-07-09,'000795,荎醫貌,6.59,6.66,6.37,6.43,6.52,0.07,1.0736,9.9704,113033054,734364611.36,7470978238.77,7470978238.77
2020-07-08,'000795,荎醫貌,6.52,6.67,6.03,6.05,6.07,0.45,7.4135,10.4564,118542681,759212308.75,7391620351.56,7391620351.56
2020-07-07,'000795,荎醫貌,6.07,6.25,5.95,6.1,6.05,0.02,0.3306,7.7405,87752605,537777191.96,6881462505.21,6881462505.21
2020-07-06,'000795,荎醫貌,6.05,6.08,5.81,5.81,5.82,0.23,3.9519,6.7413,76425380,457438087.27,6858788823.15,6858788823.15
2020-07-03,'000795,荎醫貌,5.82,5.88,5.76,5.78,5.78,0.04,0.692,4.1108,46602956,271097777.78,6598041479.46,6598041479.46
2020-07-02,'000795,荎醫貌,5.78,5.79,5.64,5.71,5.76,0.02,0.3472,3.9068,44290526,253437827.48,6552694115.34,6552694115.34
2020-07-01,'000795,荎醫貌,5.76,5.85,5.64,5.72,5.71,0.05,0.8757,4.4993,51007887,293564504.35,6530020433.28,6530020433.28
2020-06-30,'000795,荎醫貌,5.71,5.72,5.61,5.64,5.6,0.11,1.9643,2.4336,27589604,156192874.56,6473336228.13,6473336228.13
2020-06-29,'000795,荎醫貌,5.6,5.66,5.57,5.6,5.66,-0.06,-1.0601,1.8555,21035773,117773446.94,6348630976.8,6348630976.8
2020-06-24,'000795,荎醫貌,5.66,5.82,5.6,5.81,5.91,-0.25,-4.2301,4.3338,49131691,278394835.97,6416652022.98,6416652022.98
2020-06-23,'000795,荎醫貌,5.91,6.05,5.68,5.7,5.75,0.16,2.7826,6.0,68020640,403445863.85,6700073048.73,6700073048.73
2020-06-22,'000795,荎醫貌,5.75,5.9,5.73,5.86,5.73,0.02,0.349,3.6311,41165304,238893851.3,6518683592.25,6518683592.25
2020-06-19,'000795,荎醫貌,5.73,5.75,5.63,5.65,5.66,0.07,1.2367,2.9606,33564288,191695380.02,6496009910.19,6496009910.19
2020-06-18,'000795,荎醫貌,5.66,5.75,5.63,5.71,5.7,-0.04,-0.7018,2.8575,32394788,184071350.5,6416652022.98,6416652022.98
2020-06-17,'000795,荎醫貌,5.7,5.79,5.6,5.75,5.77,-0.07,-1.2132,4.1039,46525785,264560607.7,6461999387.1,6461999387.1
2020-06-16,'000795,荎醫貌,5.77,5.78,5.65,5.7,5.68,0.09,1.5845,3.9281,44532586,255054420.18,6541357274.31,6541357274.31
2020-06-15,'000795,荎醫貌,5.68,5.9,5.68,5.89,6.0,-0.32,-5.3333,5.8531,66355241,382321199.78,6439325705.04,6439325705.04
2020-06-12,'000795,荎醫貌,6.0,6.13,5.96,6.06,6.23,-0.23,-3.6918,5.9879,67883550,408931438.1,6802104618.0,6802104618.0
2020-06-11,'000795,荎醫貌,6.23,6.26,5.96,6.02,6.01,0.22,3.6606,9.1149,103334388,633223148.4,7062851961.69,7062851961.69
2020-06-10,'000795,荎醫貌,6.01,6.05,5.92,5.97,5.99,0.02,0.3339,3.984,45166238,269973022.98,6813441459.03,6813441459.03
2020-06-09,'000795,荎醫貌,5.99,6.09,5.89,6.07,6.1,-0.11,-1.8033,6.0795,68921874,411274100.12,6790767776.97,6790767776.97
2020-06-08,'000795,荎醫貌,6.1,6.22,6.03,6.12,6.16,-0.06,-0.974,6.1015,69172144,423188475.16,6915473028.3,6915473028.3
2020-06-05,'000795,荎醫貌,6.16,6.43,6.13,6.27,6.34,-0.18,-2.8391,8.9906,101924954,638473405.84,6983494074.48,6983494074.48
2020-06-04,'000795,荎醫貌,6.34,6.72,6.31,6.64,6.66,-0.32,-4.8048,9.8481,111646589,724175103.55,7187557213.02,7187557213.02
2020-06-03,'000795,荎醫貌,6.66,6.79,6.36,6.7,6.8,-0.14,-2.0588,13.2722,150465143,987850345.18,7550336125.98,7550336125.98
2020-06-02,'000795,荎醫貌,6.8,7.2,6.57,6.71,6.89,-0.09,-1.3062,16.0202,181618403,1245696111.65,7709051900.4,7709051900.4
2020-06-01,'000795,荎醫貌,6.89,7.15,6.47,6.51,6.67,0.22,3.2984,19.7304,223680570,1519482517.82,7811083469.67,7811083469.67
2020-05-29,'000795,荎醫貌,6.67,6.67,6.25,6.67,6.06,0.61,10.066,18.4793,209497386,1377930608.56,7561672967.01,7561672967.01
2020-05-28,'000795,荎醫貌,6.06,6.06,5.46,5.53,5.51,0.55,9.9819,6.3872,72410700,421553701.53,6870125664.18,6870125664.18
2020-05-27,'000795,荎醫貌,5.51,5.6,5.34,5.35,5.39,0.12,2.2263,5.0699,57476772,315711259.6,6246599407.53,6246599407.53
2020-05-26,'000795,荎醫貌,5.39,5.43,5.25,5.29,5.36,0.03,0.5597,2.7426,31092106,165844617.12,6110557315.17,6110557315.17
2020-05-25,'000795,荎醫貌,5.36,5.46,5.23,5.27,5.29,0.07,1.3233,2.9392,33321124,177789673.7,6076546792.08,6076546792.08
2020-05-22,'000795,荎醫貌,5.29,5.39,5.05,5.15,5.18,0.11,2.1236,3.3569,38057183,198398461.95,5997188904.87,5997188904.87
2020-05-21,'000795,荎醫貌,5.18,5.29,5.14,5.17,5.16,0.02,0.3876,1.8189,20620737,107461082.64,5872483653.54,5872483653.54
2020-05-20,'000795,荎醫貌,5.16,5.35,5.15,5.29,5.32,-0.16,-3.0075,2.3564,26713942,139511678.67,5849809971.48,5849809971.48
2020-05-19,'000795,荎醫貌,5.32,5.39,5.25,5.35,5.38,-0.06,-1.1152,2.7021,30633346,162508535.0,6031199427.96,6031199427.96
2020-05-18,'000795,荎醫貌,5.38,5.6,5.26,5.41,5.25,0.13,2.4762,4.9787,56442939,306915482.21,6099220474.14,6099220474.14
2020-05-15,'000795,荎醫貌,5.25,5.36,5.1,5.15,5.17,0.08,1.5474,2.8839,32694020,171328459.88,5951841540.75,5951841540.75
2020-05-14,'000795,荎醫貌,5.17,5.28,5.13,5.13,5.12,0.05,0.9766,2.7032,30646212,159776474.16,5861146812.51,5861146812.51
2020-05-13,'000795,荎醫貌,5.12,5.2,5.1,5.14,5.12,0.0,0.0,1.0272,11645300,59774848.86,5804462607.36,5804462607.36
2020-05-12,'000795,荎醫貌,5.12,5.21,5.04,5.2,5.2,-0.08,-1.5385,1.4198,16096100,82176947.0,5804462607.36,5804462607.36
2020-05-11,'000795,荎醫貌,5.2,5.28,5.12,5.13,5.16,0.04,0.7752,2.2611,25634027,133072547.6,5895157335.6,5895157335.6
2020-05-08,'000795,荎醫貌,5.16,5.25,5.09,5.17,5.1,0.06,1.1765,1.9345,21930779,113180009.27,5849809971.48,5849809971.48
2020-05-07,'000795,荎醫貌,5.1,5.19,5.07,5.15,5.17,-0.07,-1.354,1.8416,20878102,107231110.68,5781788925.3,5781788925.3
2020-05-06,'000795,荎醫貌,5.17,5.26,4.95,4.98,4.95,0.22,4.4444,2.832,32105656,164977802.6,5861146812.51,5861146812.51
2020-04-30,'000795,荎醫貌,4.95,5.01,4.83,4.83,4.82,0.13,2.6971,1.0764,12203078,60041523.94,5611736309.85,5611736309.85
2020-04-29,'000795,荎醫貌,4.82,4.88,4.76,4.81,4.8,0.02,0.4167,0.8755,9925700,47756247.8,5464357376.46,5464357376.46
2020-04-28,'000795,荎醫貌,4.8,5.02,4.67,4.99,4.96,-0.16,-3.2258,1.53,17345924,84225042.24,5441683694.4,5441683694.4
2020-04-27,'000795,荎醫貌,4.96,5.06,4.95,5.03,5.03,-0.07,-1.3917,0.8954,10150532,50844316.72,5623073150.88,5623073150.88
2020-04-24,'000795,荎醫貌,5.03,5.18,5.03,5.13,5.16,-0.13,-2.5194,1.2881,14603400,74298805.7,5702431038.09,5702431038.09
2020-04-23,'000795,荎醫貌,5.16,5.24,5.14,5.21,5.24,-0.08,-1.5267,1.4446,16377602,84793357.3,5849809971.48,5849809971.48
2020-04-22,'000795,荎醫貌,5.24,5.35,5.08,5.08,5.13,0.11,2.1442,2.3578,26730022,139535226.8,5940504699.72,5940504699.72
2020-04-21,'000795,荎醫貌,5.13,5.17,5.07,5.13,5.19,-0.06,-1.1561,1.3718,15551804,79527677.38,5815799448.39,5815799448.39
2020-04-20,'000795,荎醫貌,5.19,5.25,5.16,5.2,5.27,-0.08,-1.518,2.2885,25943878,134731658.22,5883820494.57,5883820494.57
2020-04-17,'000795,荎醫貌,5.27,5.49,4.99,5.03,5.0,0.27,5.4,4.6339,52533488,274502345.71,5974515222.81,5974515222.81
2020-04-16,'000795,荎醫貌,5.0,5.05,4.92,5.0,5.06,-0.06,-1.1858,1.2052,13663723,68053142.72,5668420515.0,5668420515.0
2020-04-15,'000795,荎醫貌,5.06,5.17,5.05,5.1,5.1,-0.04,-0.7843,1.1468,13001602,66361454.46,5736441561.18,5736441561.18
2020-04-14,'000795,荎醫貌,5.1,5.11,5.01,5.04,5.01,0.09,1.7964,1.1081,12561822,63731626.76,5781788925.3,5781788925.3
2020-04-13,'000795,荎醫貌,5.01,5.08,4.95,5.04,5.05,-0.04,-0.7921,0.833,9444020,47406237.8,5679757356.03,5679757356.03
2020-04-10,'000795,荎醫貌,5.05,5.24,5.04,5.15,5.16,-0.11,-2.1318,1.6083,18233300,93656654.0,5725104720.15,5725104720.15
2020-04-09,'000795,荎醫貌,5.16,5.26,5.15,5.2,5.19,-0.03,-0.578,1.3635,15458021,80029326.15,5849809971.48,5849809971.48
2020-04-08,'000795,荎醫貌,5.19,5.28,5.16,5.21,5.2,-0.01,-0.1923,2.052,23263184,121255169.28,5883820494.57,5883820494.57
2020-04-07,'000795,荎醫貌,5.2,5.22,5.13,5.18,5.12,0.08,1.5625,2.1415,24277409,125908245.35,5895157335.6,5895157335.6
2020-04-03,'000795,荎醫貌,5.12,5.2,5.02,5.05,5.06,0.06,1.1858,2.3974,27179111,139204458.62,5804462607.36,5804462607.36
2020-04-02,'000795,荎醫貌,5.06,5.07,4.94,5.0,5.06,0.0,0.0,1.3702,15533240,77687264.84,5736441561.18,5736441561.18
2020-04-01,'000795,荎醫貌,5.06,5.19,4.99,5.01,5.1,-0.04,-0.7843,2.1966,24901991,126791242.04,5736441561.18,5736441561.18
2020-03-31,'000795,荎醫貌,5.1,5.19,4.85,4.93,4.89,0.21,4.2945,2.8249,32025566,161714238.72,5781788925.3,5781788925.3
2020-03-30,'000795,荎醫貌,4.89,4.91,4.73,4.87,4.93,-0.04,-0.8114,1.1392,12914464,62189375.47,5543715263.67,5543715263.67
2020-03-27,'000795,荎醫貌,4.93,5.07,4.93,5.05,5.04,-0.11,-2.1825,1.6024,18166664,90454394.44,5589062627.79,5589062627.79
2020-03-26,'000795,荎醫貌,5.04,5.18,4.84,4.89,4.91,0.13,2.6477,2.9028,32908956,166553838.22,5713767879.12,5713767879.12
2020-03-25,'000795,荎醫貌,4.91,4.95,4.85,4.9,4.81,0.1,2.079,1.3119,14873322,72793018.56,5566388945.73,5566388945.73
2020-03-24,'000795,荎醫貌,4.81,4.87,4.69,4.8,4.7,0.11,2.3404,1.2255,13893302,66480458.7,5453020535.43,5453020535.43
2020-03-23,'000795,荎醫貌,4.7,4.84,4.66,4.79,4.92,-0.22,-4.4715,1.2656,14347532,68329733.68,5328315284.1,5328315284.1
2020-03-20,'000795,荎醫貌,4.92,4.93,4.78,4.89,4.84,0.08,1.6529,1.2112,13731682,66798297.78,5577725786.76,5577725786.76
2020-03-19,'000795,荎醫貌,4.84,4.87,4.68,4.77,4.83,0.01,0.207,1.3486,15288835,73093703.97,5487031058.52,5487031058.52
2020-03-18,'000795,荎醫貌,4.83,5.05,4.83,5.01,4.95,-0.12,-2.4242,1.5139,17162900,85034872.78,5475694217.49,5475694217.49
2020-03-17,'000795,荎醫貌,4.95,5.12,4.72,5.07,5.04,-0.09,-1.7857,1.9141,21699320,106692835.0,5611736309.85,5611736309.85
2020-03-16,'000795,荎醫貌,5.04,5.39,5.0,5.28,5.21,-0.17,-3.263,2.0781,23559432,122668814.86,5713767879.12,5713767879.12
2020-03-13,'000795,荎醫貌,5.21,5.29,5.0,5.05,5.31,-0.1,-1.8832,1.957,22186120,114225788.0,5906494176.63,5906494176.63
2020-03-12,'000795,荎醫貌,5.31,5.45,5.24,5.44,5.49,-0.18,-3.2787,1.8272,20714428,110601641.72,6019862586.93,6019862586.93
2020-03-11,'000795,荎醫貌,5.49,5.67,5.47,5.47,5.53,-0.04,-0.7233,2.0672,23436010,130840050.04,6223925725.47,6223925725.47
2020-03-10,'000795,荎醫貌,5.53,5.54,5.19,5.33,5.46,0.07,1.2821,2.4394,27655541,149262818.43,6269273089.59,6269273089.59
2020-03-09,'000795,荎醫貌,5.46,5.75,5.44,5.75,5.8,-0.34,-5.8621,2.8866,32724936,182078595.64,6189915202.38,6189915202.38
2020-03-06,'000795,荎醫貌,5.8,5.88,5.72,5.75,5.82,-0.02,-0.3436,2.3113,26203309,152211529.09,6575367797.4,6575367797.4
2020-03-05,'000795,荎醫貌,5.82,5.86,5.7,5.78,5.72,0.1,1.7483,2.7364,31022591,179726048.99,6598041479.46,6598041479.46
2020-03-04,'000795,荎醫貌,5.72,5.79,5.6,5.66,5.75,-0.03,-0.5217,2.1883,24808824,141294671.04,6484673069.16,6484673069.16
2020-03-03,'000795,荎醫貌,5.75,5.97,5.69,5.88,5.74,0.01,0.1742,3.6908,41841690,244112019.9,6518683592.25,6518683592.25
2020-03-02,'000795,荎醫貌,5.74,5.84,5.38,5.38,5.33,0.41,7.6923,3.617,41005040,232303713.95,6507346751.22,6507346751.22
2020-02-28,'000795,荎醫貌,5.33,5.79,5.28,5.65,5.84,-0.51,-8.7329,3.1007,35152331,193840930.42,6042536268.99,6042536268.99
2020-02-27,'000795,荎醫貌,5.84,6.0,5.79,5.81,5.78,0.06,1.0381,3.0621,34714236,204279217.56,6620715161.52,6620715161.52
2020-02-26,'000795,荎醫貌,5.78,5.92,5.73,5.8,5.92,-0.14,-2.3649,2.7137,30764387,179154368.64,6552694115.34,6552694115.34
