日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-11-18,'002061,浙江交科,5.74,5.88,5.67,5.68,5.58,0.16,2.8674,3.0217,23288847,134255340.5,7896167848.52,4423865481.28
2020-11-17,'002061,浙江交科,5.58,5.59,5.5,5.56,5.56,0.02,0.3597,1.0113,7793804,43202068.27,7676065608.84,4300552157.76
2020-11-16,'002061,浙江交科,5.56,5.58,5.43,5.43,5.39,0.17,3.154,1.3579,10465065,57870256.59,7648552828.88,4285137992.32
2020-11-13,'002061,浙江交科,5.39,5.45,5.36,5.42,5.46,-0.07,-1.2821,0.565,4354551,23477135.6,7414694199.22,4154117586.08
2020-11-12,'002061,浙江交科,5.46,5.54,5.44,5.5,5.44,0.02,0.3676,0.6945,5352900,29271201.0,7510988929.08,4208067165.12
2020-11-11,'002061,浙江交科,5.44,5.53,5.38,5.42,5.42,0.02,0.369,0.8147,6279098,34316476.3,7483476149.12,4192652999.68
2020-11-10,'002061,浙江交科,5.42,5.5,5.41,5.5,5.5,-0.08,-1.4545,0.5713,4403026,23984921.67,7455963369.16,4177238834.24
2020-11-09,'002061,浙江交科,5.5,5.5,5.37,5.38,5.37,0.13,2.4209,0.7417,5716309,31114317.87,7566014489.0,4238895496.0
2020-11-06,'002061,浙江交科,5.37,5.39,5.33,5.38,5.38,-0.01,-0.1859,0.4744,3656457,19602759.19,7387181419.26,4138703420.64
2020-11-05,'002061,浙江交科,5.38,5.4,5.35,5.35,5.33,0.05,0.9381,0.5417,4174640,22435650.6,7400937809.24,4146410503.36
2020-11-04,'002061,浙江交科,5.33,5.36,5.26,5.34,5.36,-0.03,-0.5597,0.4051,3122500,16587806.0,7332155859.34,4107875089.76
2020-11-03,'002061,浙江交科,5.36,5.37,5.26,5.28,5.27,0.09,1.7078,0.5118,3944736,21039130.72,7373425029.28,4130996337.92
2020-11-02,'002061,浙江交科,5.27,5.32,5.22,5.32,5.32,-0.05,-0.9398,0.6795,5236632,27560543.4,7249617519.46,4061632593.44
2020-10-30,'002061,浙江交科,5.32,5.56,5.29,5.53,5.52,-0.2,-3.6232,1.1593,8934803,48487864.92,7318399469.36,4100168007.04
2020-10-29,'002061,浙江交科,5.52,5.54,5.46,5.5,5.54,-0.02,-0.361,0.5436,4189270,23061364.8,7593527268.96,4254309661.44
2020-10-28,'002061,浙江交科,5.54,5.57,5.4,5.55,5.57,-0.03,-0.5386,0.9863,7601770,41812875.2,7621040048.92,4269723826.88
