»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-11-18,'000589,πÛ÷›¬÷Ã•,6.96,7.2,6.96,7.1,7.1,-0.14,-1.9718,4.2036,32597205,230111072.37,5551221555.84,5397231555.84
2020-11-17,'000589,πÛ÷›¬÷Ã•,7.1,7.17,6.91,6.98,6.99,0.11,1.5737,5.97,46295051,326910844.44,5662884058.4,5505796558.4
2020-11-16,'000589,πÛ÷›¬÷Ã•,6.99,7.04,6.85,7.0,7.0,-0.01,-0.1429,4.4414,34441672,239578813.28,5575149234.96,5420495484.96
2020-11-13,'000589,πÛ÷›¬÷Ã•,7.0,7.03,6.84,6.87,6.91,0.09,1.3025,3.3489,25969602,180749730.18,5583125128.0,5428250128.0
2020-11-12,'000589,πÛ÷›¬÷Ã•,6.91,6.97,6.76,6.79,6.83,0.08,1.1713,3.2214,24980821,171627801.57,5511342090.64,5358458340.64
2020-11-11,'000589,πÛ÷›¬÷Ã•,6.83,6.98,6.8,6.91,6.96,-0.13,-1.8678,3.1241,24226486,166647367.85,5447534946.32,5296421196.32
2020-11-10,'000589,πÛ÷›¬÷Ã•,6.96,7.02,6.78,6.94,6.93,0.03,0.4329,3.6882,28600572,197031360.18,5551221555.84,5397231555.84
2020-11-09,'000589,πÛ÷›¬÷Ã•,6.93,7.1,6.88,7.04,7.0,-0.07,-1.0,5.6359,43704483,303723118.34,5527293876.72,5373967626.72
2020-11-06,'000589,πÛ÷›¬÷Ã•,7.0,7.28,6.96,7.22,7.23,-0.23,-3.1812,6.4574,50074688,354606570.72,5583125128.0,5428250128.0
2020-11-05,'000589,πÛ÷›¬÷Ã•,7.23,7.41,6.76,6.8,6.74,0.49,7.27,10.3754,80457168,579311191.65,5766570667.92,5606606917.92
2020-11-04,'000589,πÛ÷›¬÷Ã•,6.74,6.78,6.57,6.61,6.62,0.12,1.8127,1.9801,15355240,102794983.22,5375751908.96,5226629408.96
2020-11-03,'000589,πÛ÷›¬÷Ã•,6.62,6.7,6.54,6.67,6.65,-0.03,-0.4511,2.3787,18445905,121793600.46,5280041192.48,5133573692.48
2020-11-02,'000589,πÛ÷›¬÷Ã•,6.65,6.87,6.58,6.62,6.58,0.07,1.0638,3.8781,30073470,201934282.01,5303968871.6,5156837621.6
2020-10-30,'000589,πÛ÷›¬÷Ã•,6.58,6.87,6.51,6.85,6.85,-0.27,-3.9416,4.1534,32207782,216112739.54,5248137620.32,5102555120.32
2020-10-29,'000589,πÛ÷›¬÷Ã•,6.85,6.99,6.76,6.81,6.98,-0.13,-1.8625,4.4903,34820721,238824710.49,5463486732.4,5311930482.4
2020-10-28,'000589,πÛ÷›¬÷Ã•,6.98,7.16,6.77,6.84,6.74,0.24,3.5608,6.6399,51489780,358821545.8,5567173341.92,5412740841.92
2020-10-27,'000589,πÛ÷›¬÷Ã•,6.74,6.77,6.52,6.54,6.58,0.16,2.4316,2.7077,20997316,140241417.62,5375751908.96,5226629408.96
