ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-11-18,'002300,Ì«ÑôµçÀÂ,6.26,6.32,6.2,6.21,6.23,0.03,0.4815,0.8019,5265877,33002355.79,4110735420.0,4110694053.92
2020-11-17,'002300,Ì«ÑôµçÀÂ,6.23,6.24,6.16,6.19,6.19,0.04,0.6462,0.8146,5349070,33205914.6,4091035410.0,4090994242.16
2020-11-16,'002300,Ì«ÑôµçÀÂ,6.19,6.2,6.12,6.17,6.15,0.04,0.6504,0.6462,4243571,26176967.6,4064768730.0,4064727826.48
2020-11-13,'002300,Ì«ÑôµçÀÂ,6.15,6.19,6.09,6.12,6.12,0.03,0.4902,0.648,4255142,26206924.45,4038502050.0,4038461410.8
2020-11-12,'002300,Ì«ÑôµçÀÂ,6.12,6.13,6.07,6.07,6.08,0.04,0.6579,0.3711,2436721,14852029.55,4018802040.0,4018761599.04
2020-11-11,'002300,Ì«ÑôµçÀÂ,6.08,6.14,6.07,6.13,6.12,-0.04,-0.6536,0.5475,3595037,21918066.01,3992535360.0,3992495183.36
2020-11-10,'002300,Ì«ÑôµçÀÂ,6.12,6.23,6.1,6.22,6.21,-0.09,-1.4493,0.8807,5783356,35597022.76,4018802040.0,4018761599.04
2020-11-09,'002300,Ì«ÑôµçÀÂ,6.21,6.23,6.11,6.12,6.09,0.12,1.9704,0.8872,5826127,36064733.92,4077902070.0,4077861034.32
2020-11-06,'002300,Ì«ÑôµçÀÂ,6.09,6.15,6.05,6.15,6.15,-0.06,-0.9756,0.6736,4423252,26932519.85,3999102030.0,3999061787.28
2020-11-05,'002300,Ì«ÑôµçÀÂ,6.15,6.17,6.07,6.1,6.06,0.09,1.4851,0.7091,4656419,28513341.81,4038502050.0,4038461410.8
2020-11-04,'002300,Ì«ÑôµçÀÂ,6.06,6.16,6.03,6.12,6.12,-0.06,-0.9804,0.5611,3684249,22374762.64,3979402020.0,3979361975.52
2020-11-03,'002300,Ì«ÑôµçÀÂ,6.12,6.17,6.01,6.02,6.01,0.11,1.8303,0.6377,4187671,25591538.86,4018802040.0,4018761599.04
2020-11-02,'002300,Ì«ÑôµçÀÂ,6.01,6.12,5.99,6.1,6.11,-0.1,-1.6367,0.9064,5951860,36002614.58,3946568670.0,3946528955.92
2020-10-30,'002300,Ì«ÑôµçÀÂ,6.11,6.34,6.09,6.32,6.31,-0.2,-3.1696,1.2463,8183980,50680718.61,4012235370.0,4012194995.12
2020-10-29,'002300,Ì«ÑôµçÀÂ,6.31,6.37,6.26,6.29,6.36,-0.05,-0.7862,0.7047,4627398,29246174.56,4143568770.0,4143527073.52
2020-10-28,'002300,Ì«ÑôµçÀÂ,6.36,6.36,6.19,6.26,6.26,0.1,1.5974,1.0257,6735291,42482322.99,4176402120.0,4176360093.12
2020-10-27,'002300,Ì«ÑôµçÀÂ,6.26,6.26,6.17,6.21,6.24,0.02,0.3205,0.4681,3074012,19126979.24,4110735420.0,4110694053.92
2020-10-26,'002300,Ì«ÑôµçÀÂ,6.24,6.25,6.15,6.2,6.2,0.04,0.6452,0.4226,2774992,17194107.54,4097602080.0,4097560846.08
2020-10-23,'002300,Ì«ÑôµçÀÂ,6.2,6.28,6.18,6.21,6.21,-0.01,-0.161,0.4353,2858214,17773499.86,4071335400.0,4071294430.4
2020-10-22,'002300,Ì«ÑôµçÀÂ,6.21,6.26,6.17,6.26,6.26,-0.05,-0.7987,0.4355,2859971,17768880.28,4077902070.0,4077861034.32
2020-10-21,'002300,Ì«ÑôµçÀÂ,6.26,6.38,6.24,6.35,6.38,-0.12,-1.8809,0.6863,4506665,28311572.78,4110735420.0,4110694053.92
2020-10-20,'002300,Ì«ÑôµçÀÂ,6.38,6.39,6.25,6.3,6.33,0.05,0.7899,0.6782,4453591,28157636.61,4189535460.0,4189493300.96
2020-10-19,'002300,Ì«ÑôµçÀÂ,6.33,6.4,6.25,6.3,6.29,0.04,0.6359,0.7214,4736998,29965628.55,4156702110.0,4156660281.36
