ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-07-03,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-07-02,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-07-01,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-30,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-29,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-24,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-23,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-22,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-19,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-18,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-17,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-16,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-15,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-12,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-11,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-10,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-09,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-08,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-05,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-04,'000760,*STË¹Ì«,0.0,0.0,0.0,0.0,1.47,None,None,0.0,0,0.0,1134611603.16,962033073.96
2020-06-03,'000760,*STË¹Ì«,1.47,1.47,1.38,1.4,1.4,0.07,5.0,2.8163,18430874,26743763.14,1134611603.16,962033073.96
2020-06-02,'000760,*STË¹Ì«,1.4,1.48,1.39,1.46,1.45,-0.05,-3.4483,2.4619,16112055,23000805.46,1080582479.2,916221975.2
2020-06-01,'000760,*STË¹Ì«,1.45,1.55,1.43,1.55,1.48,-0.03,-2.027,5.6505,36979148,55136452.12,1119174710.6,948944188.6
2020-05-29,'000760,*STË¹Ì«,1.48,1.48,1.48,1.48,1.41,0.07,4.9645,0.2247,1470400,2176192.0,1142330049.44,968577516.64
2020-05-28,'000760,*STË¹Ì«,1.41,1.41,1.38,1.41,1.34,0.07,5.2239,1.2941,8469461,11885865.93,1088300925.48,922766417.88
2020-05-27,'000760,*STË¹Ì«,1.34,1.34,1.28,1.29,1.28,0.06,4.6875,1.6371,10713941,14253949.94,1034271801.52,876955319.12
2020-05-26,'000760,*STË¹Ì«,1.28,1.28,1.17,1.17,1.22,0.06,4.918,2.9143,19072342,24054930.14,987961123.84,837688663.04
2020-05-25,'000760,*STË¹Ì«,1.22,1.26,1.19,1.24,1.25,-0.03,-2.4,2.1014,13752300,16768661.0,941650446.16,798422006.96
