����,��Ʊ����,����,���̼�,��߼�,��ͼ�,���̼�,ǰ����,�ǵ���,�ǵ���,������,�ɽ���,�ɽ����,����ֵ,��ͨ��ֵ
2018-07-17,'000511,ϩ̼��,0.61,0.68,0.6,0.64,0.64,-0.03,-4.6875,7.0366,81260723,51847630.98,704447526.71,704447526.71
2018-07-16,'000511,ϩ̼��,0.64,0.69,0.64,0.68,0.71,-0.07,-9.8592,6.618,76426265,49777033.09,739092487.04,739092487.04
2018-07-13,'000511,ϩ̼��,0.71,0.79,0.71,0.78,0.79,-0.08,-10.1266,5.4678,63143526,46374421.64,819930727.81,819930727.81
2018-07-12,'000511,ϩ̼��,0.79,0.81,0.77,0.8,0.8,-0.01,-1.25,3.1241,36078309,28468376.22,912317288.69,912317288.69
2018-07-11,'000511,ϩ̼��,0.8,0.8,0.77,0.79,0.8,0.0,0.0,3.1529,36411056,28664401.52,923865608.8,923865608.8
2018-07-10,'000511,ϩ̼��,0.8,0.82,0.76,0.8,0.79,0.01,1.2658,5.0485,58301938,45970406.82,923865608.8,923865608.8
2018-07-09,'000511,ϩ̼��,0.79,0.79,0.76,0.76,0.75,0.04,5.3333,2.7099,31294696,24411979.87,912317288.69,912317288.69
2018-07-06,'000511,ϩ̼��,0.75,0.8,0.74,0.78,0.78,-0.03,-3.8462,3.0788,35555079,27190393.97,866124008.25,866124008.25
2018-07-05,'000511,ϩ̼��,0.78,0.83,0.77,0.82,0.82,-0.04,-4.878,3.3413,38586747,30732109.07,900768968.58,900768968.58
2018-07-04,'000511,ϩ̼��,0.82,0.85,0.79,0.79,0.79,0.03,3.7975,4.8388,55879786,45958260.53,946962249.02,946962249.02
2018-07-03,'000511,ϩ̼��,0.79,0.8,0.77,0.78,0.78,0.01,1.2821,2.7636,31915148,25117710.82,912317288.69,912317288.69
2018-07-02,'000511,ϩ̼��,0.78,0.82,0.76,0.8,0.79,-0.01,-1.2658,4.487,51817735,40570604.7,900768968.58,900768968.58
2018-06-29,'000511,ϩ̼��,0.79,0.87,0.79,0.82,0.88,-0.09,-10.2273,9.9988,115469341,92709887.06,912317288.69,912317288.69
2018-06-28,'000511,ϩ̼��,0.88,0.94,0.88,0.88,0.98,-0.1,-10.2041,8.1736,94391000,83315827.43,1016252169.68,1016252169.68
2018-06-27,'000511,ϩ̼��,0.98,0.98,0.98,0.98,1.09,-0.11,-10.0917,6.369,73551600,72080568.0,1131735370.78,1131735370.78
2018-06-26,'000511,ϩ̼��,1.09,1.09,1.09,1.09,1.21,-0.12,-9.9174,0.3833,4426700,4825103.0,1258766891.99,1258766891.99
2018-06-25,'000511,ϩ̼��,1.21,1.21,1.21,1.21,1.34,-0.13,-9.7015,0.0026,29600,35816.0,1397346733.31,1397346733.31
2018-06-22,'000511,ϩ̼��,1.34,1.34,1.34,1.34,1.49,-0.15,-10.0671,0.0023,26300,35242.0,1547474894.74,1547474894.74
2018-06-21,'000511,ϩ̼��,1.49,1.49,1.49,1.49,1.66,-0.17,-10.241,0.0011,12900,19221.0,1720699696.39,1720699696.39
2018-06-20,'000511,ϩ̼��,1.66,1.66,1.66,1.66,1.84,-0.18,-9.7826,0.0007,8500,14110.0,1917021138.26,1917021138.26
2018-06-19,'000511,ϩ̼��,1.84,1.84,1.84,1.84,2.04,-0.2,-9.8039,0.0001,600,1104.0,2124890900.24,2124890900.24
2018-06-15,'000511,ϩ̼��,2.04,2.04,2.04,2.04,2.27,-0.23,-10.1322,0.0013,15300,31212.0,2355857302.44,2355857302.44
2018-06-14,'000511,ϩ̼��,2.27,2.27,2.27,2.27,2.52,-0.25,-9.9206,0.0003,3400,7718.0,2621468664.97,2621468664.97
2018-06-13,'000511,ϩ̼��,2.52,2.52,2.52,2.52,2.8,-0.28,-10.0,0.0001,1300,3276.0,2910176667.72,2910176667.72
2018-06-12,'000511,ϩ̼��,2.8,2.8,2.8,2.8,3.11,-0.31,-9.9678,0.0001,1300,3640.0,3233529630.8,3233529630.8
2018-06-11,'000511,ϩ̼��,3.11,3.11,3.11,3.11,3.46,-0.35,-10.1156,0.0001,1200,3732.0,3591527554.21,3591527554.21
2018-06-08,'000511,ϩ̼��,3.46,3.46,3.46,3.46,3.84,-0.38,-9.8958,0.0001,1700,5882.0,3995718758.06,3995718758.06
2018-06-07,'000511,ϩ̼��,3.84,3.84,3.84,3.84,4.27,-0.43,-10.0703,0.0016,18100,69504.0,4434554922.24,4434554922.24
2018-06-06,'000511,ϩ̼��,4.27,4.27,4.27,4.27,4.74,-0.47,-9.9156,0.0001,1200,5124.0,4931132686.97,4931132686.97
2018-06-05,'000511,ϩ̼��,4.74,4.74,4.74,4.74,5.27,-0.53,-10.0569,0.0003,3000,14220.0,5473903732.14,5473903732.14
2017-07-05,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-07-04,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-07-03,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-30,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-29,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-28,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-27,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-26,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-23,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-22,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-21,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-20,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-19,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-16,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-15,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-14,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-13,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-12,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-09,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-08,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-07,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-06,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-05,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-02,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-06-01,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-31,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-26,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-25,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-24,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-23,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-22,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-19,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-18,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-17,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-16,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-15,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-12,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-11,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-10,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-09,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-08,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-05,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-04,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-03,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-05-02,'000511,*STϩ̼,0.0,0.0,0.0,0.0,5.27,None,None,0.0,0,0.0,6085964697.97,6085964697.97
2017-04-28,'000511,*STϩ̼,5.27,5.27,5.27,5.27,5.55,-0.28,-5.045,1.2224,14116200,74392374.0,6085964697.97,6085964697.97
2017-04-27,'000511,*STϩ̼,5.55,5.56,5.24,5.5,5.52,0.03,0.5435,1.8958,21893224,118450500.92,6409317661.05,6409317661.05
2017-04-26,'000511,*STϩ̼,5.52,5.66,5.48,5.52,5.52,0.0,0.0,1.2946,14950872,83262062.99,6374672700.72,6374672700.72
2017-04-25,'000511,*STϩ̼,5.52,5.61,5.34,5.37,5.34,0.18,3.3708,1.7137,19790459,108517323.48,6374672700.72,6374672700.72
2017-04-24,'000511,*STϩ̼,5.34,5.66,5.33,5.63,5.59,-0.25,-4.4723,1.653,19089239,104347378.68,6166802938.74,6166802938.74
2017-04-21,'000511,*STϩ̼,5.59,5.69,5.44,5.51,5.49,0.1,1.8215,1.8318,21153875,117789385.33,6455510941.49,6455510941.49
2017-04-20,'000511,*STϩ̼,5.49,5.56,5.38,5.48,5.46,0.03,0.5495,1.2976,14985061,82116955.72,6340027740.39,6340027740.39
2017-04-19,'000511,*STϩ̼,5.46,5.65,5.38,5.62,5.62,-0.16,-2.847,1.9089,22045021,120439484.02,6305382780.06,6305382780.06
2017-04-18,'000511,*STϩ̼,5.62,5.81,5.58,5.7,5.7,-0.08,-1.4035,1.6357,18890076,107457316.56,6490155901.82,6490155901.82
2017-04-17,'000511,*STϩ̼,5.7,5.87,5.67,5.85,5.97,-0.27,-4.5226,2.3178,26766533,153865762.55,6582542462.7,6582542462.7
2017-04-14,'000511,*STϩ̼,5.97,6.15,5.97,6.03,6.06,-0.09,-1.4851,1.9585,22617754,137180646.06,6894347105.67,6894347105.67
2017-04-13,'000511,*STϩ̼,6.06,6.18,6.02,6.05,6.1,-0.04,-0.6557,1.8354,21196272,129260934.42,6998281986.66,6998281986.66
2017-04-12,'000511,*STϩ̼,6.1,6.24,5.74,5.9,5.94,0.16,2.6936,3.6146,41742435,252829137.71,7044475267.1,7044475267.1
2017-04-11,'000511,*STϩ̼,5.94,6.16,5.86,6.15,6.17,-0.23,-3.7277,5.3628,61930946,367330943.27,6859702145.34,6859702145.34
2017-04-10,'000511,*STϩ̼,6.17,6.43,6.13,6.37,6.37,-0.2,-3.1397,2.9312,33850781,210623669.84,7125313507.87,7125313507.87
2017-04-07,'000511,*STϩ̼,6.37,6.5,6.34,6.38,6.34,0.03,0.4732,2.1941,25337955,162591198.42,7356279910.07,7356279910.07
2017-04-06,'000511,*STϩ̼,6.34,6.4,6.3,6.35,6.38,-0.04,-0.627,1.7697,20436535,129479807.12,7321634949.74,7321634949.74
2017-04-05,'000511,*STϩ̼,6.38,6.45,6.21,6.23,6.27,0.11,1.7544,2.2767,26291597,167359352.01,7367828230.18,7367828230.18
2017-03-31,'000511,*STϩ̼,6.27,6.28,6.13,6.19,6.18,0.09,1.4563,2.0589,23777022,147756617.5,7240796708.97,7240796708.97
2017-03-30,'000511,*STϩ̼,6.18,6.32,6.08,6.19,6.21,-0.03,-0.4831,3.7457,43255989,266805078.26,7136861827.98,7136861827.98
2017-03-29,'000511,*STϩ̼,6.21,6.57,6.21,6.5,6.54,-0.33,-5.0459,3.6892,42604416,272216705.93,7171506788.31,7171506788.31
2017-03-28,'000511,*STϩ̼,6.54,6.63,6.42,6.42,6.5,0.04,0.6154,2.4187,27931920,183218732.14,7552601351.94,7552601351.94
2017-03-27,'000511,*STϩ̼,6.5,6.64,6.4,6.63,6.69,-0.19,-2.8401,3.472,40096191,260926017.46,7506408071.5,7506408071.5
2017-03-24,'000511,*STϩ̼,6.69,6.78,6.61,6.74,6.76,-0.07,-1.0355,2.5884,29891789,199685720.08,7725826153.59,7725826153.59
2017-03-23,'000511,*STϩ̼,6.76,6.95,6.6,6.89,6.88,-0.12,-1.7442,3.6463,42108157,286296460.74,7806664394.36,7806664394.36
2017-03-22,'000511,*STϩ̼,6.88,6.93,6.76,6.8,6.89,-0.01,-0.1451,2.7485,31740406,217710518.99,7945244235.68,7945244235.68
2017-03-21,'000511,*STϩ̼,6.89,7.11,6.83,7.0,7.0,-0.11,-1.5714,4.2811,49439545,343125302.84,7956792555.79,7956792555.79
2017-03-20,'000511,*STϩ̼,7.0,7.0,6.78,6.84,6.78,0.22,3.2448,4.677,54012068,373298251.36,8083824077.0,8083824077.0
2017-03-17,'000511,*STϩ̼,6.78,6.99,6.69,6.7,6.69,0.09,1.3453,5.1733,59743175,409208845.06,7829761034.58,7829761034.58
2017-03-16,'000511,*STϩ̼,6.69,6.74,6.55,6.55,6.56,0.13,1.9817,3.5772,41310534,274508416.87,7725826153.59,7725826153.59
2017-03-15,'000511,*STϩ̼,6.56,6.77,6.51,6.54,6.61,-0.05,-0.7564,3.5282,40745284,270045683.63,7575697992.16,7575697992.16
2017-03-14,'000511,*STϩ̼,6.61,6.79,6.59,6.68,6.47,0.14,2.1638,5.1402,59361026,396854585.07,7633439592.71,7633439592.71
2017-03-13,'000511,*STϩ̼,6.47,6.53,6.22,6.4,6.55,-0.08,-1.2214,4.9212,56831838,361703553.17,7471763111.17,7471763111.17
2017-03-10,'000511,*STϩ̼,6.55,6.89,6.55,6.85,6.89,-0.34,-4.9347,7.1721,82826150,548851110.84,7564149672.05,7564149672.05
2017-03-09,'000511,*STϩ̼,6.89,6.95,6.66,6.69,6.75,0.14,2.0741,5.0493,58311059,398011477.41,7956792555.79,7956792555.79
2017-03-08,'000511,*STϩ̼,6.75,6.84,6.6,6.66,6.73,0.02,0.2972,5.4048,62416799,418956401.22,7795116074.25,7795116074.25
2017-03-07,'000511,*STϩ̼,6.73,7.01,6.71,6.76,6.74,-0.01,-0.1484,8.0473,92932896,637294970.81,7772019434.03,7772019434.03
2017-03-06,'000511,*STϩ̼,6.74,6.74,6.36,6.44,6.42,0.32,4.9844,6.266,72362107,480730974.56,7783567754.14,7783567754.14
2017-03-03,'000511,*STϩ̼,6.42,6.6,6.3,6.34,6.36,0.06,0.9434,6.2083,71694976,462697568.36,7414021510.62,7414021510.62
2017-03-02,'000511,*STϩ̼,6.36,6.45,6.09,6.1,6.15,0.21,3.4146,7.0047,80892596,511044658.48,7344731589.96,7344731589.96
2017-03-01,'000511,*STϩ̼,6.15,6.26,5.97,6.01,6.01,0.14,2.3295,4.6638,53859223,331122460.7,7102216867.65,7102216867.65
2017-02-28,'000511,*STϩ̼,6.01,6.05,5.96,6.03,6.02,-0.01,-0.1661,1.3527,15621528,93694785.48,6940540386.11,6940540386.11
2017-02-27,'000511,*STϩ̼,6.02,6.12,5.96,6.0,5.99,0.03,0.5008,2.2937,26488866,160122540.47,6952088706.22,6952088706.22
2017-02-24,'000511,*STϩ̼,5.99,6.08,5.94,6.07,6.08,-0.09,-1.4803,2.7321,31551112,189523476.35,6917443745.89,6917443745.89
2017-02-23,'000511,*STϩ̼,6.08,6.15,6.04,6.1,6.09,-0.01,-0.1642,2.0662,23861383,145196549.94,7021378626.88,7021378626.88
2017-02-22,'000511,*STϩ̼,6.09,6.15,6.06,6.09,6.1,-0.01,-0.1639,1.7246,19916458,121358951.77,7032926946.99,7032926946.99
2017-02-21,'000511,*STϩ̼,6.1,6.16,6.04,6.13,6.12,-0.02,-0.3268,2.2538,26027155,158313099.16,7044475267.1,7044475267.1
2017-02-20,'000511,*STϩ̼,6.12,6.36,6.04,6.11,6.08,0.04,0.6579,4.0764,47075297,289762164.62,7067571907.32,7067571907.32
2017-02-17,'000511,*STϩ̼,6.08,6.18,6.05,6.17,6.18,-0.1,-1.6181,3.8068,43962041,268120711.6,7021378626.88,7021378626.88
2017-02-16,'000511,*STϩ̼,6.18,6.18,5.87,5.87,5.89,0.29,4.9236,7.1119,82130698,503296479.82,7136861827.98,7136861827.98
2017-02-15,'000511,*STϩ̼,5.89,6.07,5.85,6.05,6.05,-0.16,-2.6446,3.2208,37194633,220927228.46,6801960544.79,6801960544.79
2017-02-14,'000511,*STϩ̼,6.05,6.13,5.81,5.82,5.84,0.21,3.5959,4.7795,55195650,333142711.14,6986733666.55,6986733666.55
2017-02-13,'000511,*STϩ̼,5.84,5.86,5.8,5.81,5.85,-0.01,-0.1709,1.8475,21335549,124359312.95,6744218944.24,6744218944.24
2017-02-10,'000511,*STϩ̼,5.85,5.93,5.82,5.91,5.91,-0.06,-1.0152,2.3537,27181157,159200547.75,6755767264.35,6755767264.35
2017-02-09,'000511,*STϩ̼,5.91,6.03,5.88,5.98,5.98,-0.07,-1.1706,2.9931,34565721,204914088.22,6825057185.01,6825057185.01
2017-02-08,'000511,*STϩ̼,5.98,6.05,5.81,5.86,5.87,0.11,1.8739,4.2452,49024682,291542167.33,6905895425.78,6905895425.78
2017-02-07,'000511,*STϩ̼,5.87,6.09,5.7,5.96,5.83,0.04,0.6861,7.2788,84057519,497147818.78,6778863904.57,6778863904.57
2017-02-06,'000511,*STϩ̼,5.83,5.83,5.83,5.83,5.55,0.28,5.045,0.6018,6950195,40519636.85,6732670624.13,6732670624.13
2017-02-03,'000511,*STϩ̼,5.55,5.55,5.55,5.55,5.29,0.26,4.9149,0.3951,4562654,25322729.7,6409317661.05,6409317661.05
2017-01-26,'000511,*STϩ̼,5.29,5.3,5.17,5.2,5.17,0.12,2.3211,1.2998,15010848,79054024.61,6109061338.19,6109061338.19
2017-01-25,'000511,*STϩ̼,5.17,5.23,5.14,5.18,5.19,-0.02,-0.3854,0.9722,11227101,58303737.13,5970481496.87,5970481496.87
2017-01-24,'000511,*STϩ̼,5.19,5.26,5.18,5.23,5.27,-0.08,-1.518,1.3232,15280484,79677642.42,5993578137.09,5993578137.09
2017-01-23,'000511,*STϩ̼,5.27,5.34,5.21,5.23,5.25,0.02,0.381,1.508,17414360,91947696.22,6085964697.97,6085964697.97
2017-01-20,'000511,*STϩ̼,5.25,5.3,5.12,5.16,5.2,0.05,0.9615,1.8662,21550921,112758844.64,6062868057.75,6062868057.75
2017-01-19,'000511,*STϩ̼,5.2,5.46,5.18,5.33,5.32,-0.12,-2.2556,3.74,43190828,229336542.21,6005126457.2,6005126457.2
2017-01-18,'000511,*STϩ̼,5.32,5.32,4.99,5.08,5.07,0.25,4.931,3.7817,43671946,229287538.98,6143706298.52,6143706298.52
2017-01-17,'000511,*STϩ̼,5.07,5.11,4.93,5.02,5.19,-0.12,-2.3121,4.6678,53905017,268710678.73,5854998295.77,5854998295.77
2017-01-16,'000511,*STϩ̼,5.19,5.54,5.17,5.38,5.44,-0.25,-4.5956,3.4185,39477940,210687343.03,5993578137.09,5993578137.09
2017-01-13,'000511,*STϩ̼,5.44,5.6,5.41,5.55,5.6,-0.16,-2.8571,2.0507,23682439,130332793.75,6282286139.84,6282286139.84
2017-01-12,'000511,*STϩ̼,5.6,5.64,5.47,5.64,5.76,-0.16,-2.7778,5.3244,61487983,340306597.02,6467059261.6,6467059261.6
2017-01-11,'000511,*STϩ̼,5.76,5.95,5.76,5.9,6.06,-0.3,-4.9505,5.0429,58236892,338174199.05,6651832383.36,6651832383.36
2017-01-10,'000511,*STϩ̼,6.06,6.15,6.06,6.08,6.11,-0.05,-0.8183,1.6684,19267580,117387173.8,6998281986.66,6998281986.66
2017-01-09,'000511,*STϩ̼,6.11,6.19,6.02,6.06,6.09,0.02,0.3284,2.13,24598274,150614949.16,7056023587.21,7056023587.21
2017-01-06,'000511,*STϩ̼,6.09,6.24,6.06,6.22,6.26,-0.17,-2.7157,3.2455,37480026,229154357.64,7032926946.99,7032926946.99
2017-01-05,'000511,*STϩ̼,6.26,6.42,6.21,6.42,6.43,-0.17,-2.6439,3.9517,45635379,287682063.13,7229248388.86,7229248388.86
2017-01-04,'000511,*STϩ̼,6.43,6.46,6.33,6.45,6.42,0.01,0.1558,2.8095,32444754,207252043.71,7425569830.73,7425569830.73
2017-01-03,'000511,*STϩ̼,6.42,6.6,6.39,6.41,6.38,0.04,0.627,2.9266,33797883,218346127.83,7414021510.62,7414021510.62
2016-12-30,'000511,*STϩ̼,6.38,6.47,6.31,6.37,6.35,0.03,0.4724,2.8738,33187295,211852932.13,7367828230.18,7367828230.18
2016-12-29,'000511,*STϩ̼,6.35,6.5,6.33,6.41,6.47,-0.12,-1.8547,4.4327,51190414,328056634.05,7333183269.85,7333183269.85
2016-12-28,'000511,*STϩ̼,6.47,6.47,6.13,6.13,6.16,0.31,5.0325,6.5507,75649193,483034143.4,7471763111.17,7471763111.17
2016-12-27,'000511,*STϩ̼,6.16,6.26,6.07,6.14,6.17,-0.01,-0.1621,2.5894,29903435,184352797.15,7113765187.76,7113765187.76
2016-12-26,'000511,*STϩ̼,6.17,6.29,5.99,6.25,6.31,-0.14,-2.2187,3.0624,35365441,216040826.12,7125313507.87,7125313507.87
2016-12-23,'000511,*STϩ̼,6.31,6.44,6.24,6.28,6.28,0.03,0.4777,3.2423,37442684,236621663.78,7286989989.41,7286989989.41
2016-12-22,'000511,*STϩ̼,6.28,6.48,6.26,6.48,6.51,-0.23,-3.533,4.2511,49092846,311325095.85,7252345029.08,7252345029.08
2016-12-21,'000511,*STϩ̼,6.51,6.63,6.36,6.45,6.44,0.07,1.087,5.3469,61747470,400184475.56,7517956391.61,7517956391.61
2016-12-20,'000511,*STϩ̼,6.44,6.88,6.36,6.88,6.68,-0.24,-3.5928,8.0773,93279786,614689318.21,7437118150.84,7437118150.84
