ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-11-18,'000599,ÇàµºË«ÐÇ,4.86,4.93,4.8,4.8,4.83,0.03,0.6211,0.9928,7621901,36998889.83,3996179872.38,3731138994.78
2020-11-17,'000599,ÇàµºË«ÐÇ,4.83,4.96,4.8,4.91,4.88,-0.05,-1.0246,1.4974,11495801,55996003.89,3971512095.39,3708107272.59
2020-11-16,'000599,ÇàµºË«ÐÇ,4.88,5.13,4.84,5.09,4.92,-0.04,-0.813,2.4067,18476801,91313354.65,4012625057.04,3746493476.24
2020-11-13,'000599,ÇàµºË«ÐÇ,4.92,4.97,4.76,4.79,4.82,0.1,2.0747,2.242,17212592,84066139.6,4045515426.36,3777202439.16
2020-11-12,'000599,ÇàµºË«ÐÇ,4.82,4.89,4.68,4.71,4.7,0.12,2.5532,1.6376,12572302,60349623.67,3963289503.06,3700430031.86
2020-11-11,'000599,ÇàµºË«ÐÇ,4.7,4.76,4.67,4.73,4.72,-0.02,-0.4237,0.7747,5947487,27995008.77,3864618395.1,3608303143.1
2020-11-10,'000599,ÇàµºË«ÐÇ,4.72,4.8,4.7,4.77,4.76,-0.04,-0.8403,1.0194,7826300,37164272.0,3881063579.76,3623657624.56
2020-11-09,'000599,ÇàµºË«ÐÇ,4.76,4.87,4.73,4.86,4.81,-0.05,-1.0395,1.7358,13326308,63495866.41,3913953949.08,3654366587.48
2020-11-06,'000599,ÇàµºË«ÐÇ,4.81,4.88,4.75,4.87,4.87,-0.06,-1.232,1.3735,10544800,50681612.0,3955066910.73,3692752791.13
2020-11-05,'000599,ÇàµºË«ÐÇ,4.87,4.94,4.6,4.61,4.58,0.29,6.3319,3.0295,23258535,111410452.97,4004402464.71,3738816235.51
2020-11-04,'000599,ÇàµºË«ÐÇ,4.58,4.63,4.52,4.54,4.54,0.04,0.8811,0.5653,4339608,19894752.72,3765947287.14,3516176254.34
2020-11-03,'000599,ÇàµºË«ÐÇ,4.54,4.55,4.47,4.47,4.45,0.09,2.0225,0.498,3822900,17260816.43,3733056917.82,3485467291.42
2020-11-02,'000599,ÇàµºË«ÐÇ,4.45,4.52,4.37,4.41,4.43,0.02,0.4515,0.5759,4421702,19623660.86,3659053586.85,3416372124.85
2020-10-30,'000599,ÇàµºË«ÐÇ,4.43,4.66,4.42,4.64,4.65,-0.22,-4.7312,0.929,7131906,32359907.25,3642608402.19,3401017643.39
2020-10-29,'000599,ÇàµºË«ÐÇ,4.65,4.73,4.62,4.64,4.7,-0.05,-1.0638,0.7264,5576621,26094646.43,3823505433.45,3569916939.45
2020-10-28,'000599,ÇàµºË«ÐÇ,4.7,4.75,4.56,4.61,4.6,0.1,2.1739,0.8913,6842828,31963512.6,3864618395.1,3608303143.1
2020-10-27,'000599,ÇàµºË«ÐÇ,4.6,4.66,4.56,4.66,4.68,-0.08,-1.7094,0.5432,4170200,19210832.0,3782392471.8,3531530735.8
2020-10-26,'000599,ÇàµºË«ÐÇ,4.68,4.81,4.63,4.63,4.62,0.06,1.2987,0.9724,7465569,35111574.37,3848173210.44,3592948661.64
2020-10-23,'000599,ÇàµºË«ÐÇ,4.62,4.67,4.51,4.52,4.54,0.08,1.7621,0.8256,6338200,29247840.0,3798837656.46,3546885217.26
2020-10-22,'000599,ÇàµºË«ÐÇ,4.54,4.57,4.51,4.53,4.54,0.0,0.0,0.2765,2123100,9621742.6,3733056917.82,3485467291.42
2020-10-21,'000599,ÇàµºË«ÐÇ,4.54,4.63,4.53,4.61,4.61,-0.07,-1.5184,0.3391,2603700,11889721.0,3733056917.82,3485467291.42
2020-10-20,'000599,ÇàµºË«ÐÇ,4.61,4.62,4.56,4.58,4.58,0.03,0.655,0.356,2733052,12563654.36,3790615064.13,3539207976.53
2020-10-19,'000599,ÇàµºË«ÐÇ,4.58,4.71,4.58,4.69,4.67,-0.09,-1.9272,0.4904,3764700,17427336.88,3765947287.14,3516176254.34
2020-10-16,'000599,ÇàµºË«ÐÇ,4.67,4.71,4.62,4.66,4.69,-0.02,-0.4264,0.5067,3889901,18121103.64,3839950618.11,3585271420.91
2020-10-15,'000599,ÇàµºË«ÐÇ,4.69,4.79,4.55,4.55,4.58,0.11,2.4017,1.2072,9267797,43394918.7,3856395802.77,3600625902.37
2020-10-14,'000599,ÇàµºË«ÐÇ,4.58,4.65,4.55,4.62,4.67,-0.09,-1.9272,0.7206,5532088,25355437.4,3765947287.14,3516176254.34
2020-10-13,'000599,ÇàµºË«ÐÇ,4.67,4.82,4.62,4.66,4.55,0.12,2.6374,1.4325,10997743,51647571.05,3839950618.11,3585271420.91
2020-10-12,'000599,ÇàµºË«ÐÇ,4.55,4.58,4.5,4.52,4.49,0.06,1.3363,0.637,4890455,22223201.15,3741279510.15,3493144532.15
2020-10-09,'000599,ÇàµºË«ÐÇ,4.49,4.52,4.44,4.44,4.44,0.05,1.1261,0.416,3194101,14350432.48,3691943956.17,3447081087.77
2020-09-30,'000599,ÇàµºË«ÐÇ,4.44,4.45,4.38,4.41,4.43,0.01,0.2257,0.2498,1917501,8474816.39,3650830994.52,3408694884.12
2020-09-29,'000599,ÇàµºË«ÐÇ,4.43,4.54,4.4,4.54,4.47,-0.04,-0.8949,0.3535,2714231,12038048.4,3642608402.19,3401017643.39
2020-09-28,'000599,ÇàµºË«ÐÇ,4.47,4.54,4.34,4.35,4.33,0.14,3.2333,0.799,6134432,27409501.47,3675498771.51,3431726606.31
2020-09-25,'000599,ÇàµºË«ÐÇ,4.33,4.38,4.31,4.35,4.34,-0.01,-0.2304,0.3026,2323101,10070770.33,3560382478.89,3324245236.09
2020-09-24,'000599,ÇàµºË«ÐÇ,4.34,4.45,4.33,4.43,4.45,-0.11,-2.4719,0.5128,3936901,17238634.38,3568605071.22,3331922476.82
2020-09-23,'000599,ÇàµºË«ÐÇ,4.45,4.51,4.44,4.5,4.47,-0.02,-0.4474,0.362,2779201,12417234.45,3659053586.85,3416372124.85
2020-09-22,'000599,ÇàµºË«ÐÇ,4.47,4.53,4.45,4.53,4.54,-0.07,-1.5419,0.5552,4262700,19151343.22,3675498771.51,3431726606.31
2020-09-21,'000599,ÇàµºË«ÐÇ,4.54,4.59,4.52,4.56,4.56,-0.02,-0.4386,0.4914,3772961,17166874.48,3733056917.82,3485467291.42
2020-09-18,'000599,ÇàµºË«ÐÇ,4.56,4.58,4.47,4.52,4.51,0.05,1.1086,0.6246,4795070,21763501.2,3749502102.48,3500821772.88
2020-09-17,'000599,ÇàµºË«ÐÇ,4.51,4.57,4.49,4.52,4.52,-0.01,-0.2212,0.4328,3322422,14997933.88,3708389140.83,3462435569.23
2020-09-16,'000599,ÇàµºË«ÐÇ,4.52,4.61,4.51,4.6,4.6,-0.08,-1.7391,0.511,3923012,17822803.72,3716611733.16,3470112809.96
2020-09-15,'000599,ÇàµºË«ÐÇ,4.6,4.64,4.57,4.61,4.62,-0.02,-0.4329,0.4916,3774300,17362877.0,3782392471.8,3531530735.8
2020-09-14,'000599,ÇàµºË«ÐÇ,4.62,4.68,4.59,4.62,4.63,-0.01,-0.216,0.5277,4051384,18773361.24,3798837656.46,3546885217.26
2020-09-11,'000599,ÇàµºË«ÐÇ,4.63,4.65,4.56,4.56,4.6,0.03,0.6522,0.436,3347300,15419647.0,3807060248.79,3554562457.99
2020-09-10,'000599,ÇàµºË«ÐÇ,4.6,4.81,4.57,4.78,4.76,-0.16,-3.3613,0.8439,6478502,30347346.35,3782392471.8,3531530735.8
2020-09-09,'000599,ÇàµºË«ÐÇ,4.76,4.9,4.62,4.66,4.69,0.07,1.4925,1.5105,11596543,55603235.6,3913953949.08,3654366587.48
2020-09-08,'000599,ÇàµºË«ÐÇ,4.69,4.7,4.61,4.64,4.63,0.06,1.2959,0.6441,4945100,23033323.0,3856395802.77,3600625902.37
2020-09-07,'000599,ÇàµºË«ÐÇ,4.63,4.72,4.63,4.67,4.68,-0.05,-1.0684,0.674,5174772,24226232.2,3807060248.79,3554562457.99
2020-09-04,'000599,ÇàµºË«ÐÇ,4.68,4.69,4.55,4.59,4.63,0.05,1.0799,0.6958,5342000,24678421.0,3848173210.44,3592948661.64
2020-09-03,'000599,ÇàµºË«ÐÇ,4.63,4.8,4.63,4.79,4.81,-0.18,-3.7422,1.3479,10348200,48745685.0,3807060248.79,3554562457.99
2020-09-02,'000599,ÇàµºË«ÐÇ,4.81,4.89,4.78,4.87,4.87,-0.06,-1.232,0.7823,6005600,28950875.0,3955066910.73,3692752791.13
2020-09-01,'000599,ÇàµºË«ÐÇ,4.87,4.89,4.85,4.88,4.89,-0.02,-0.409,0.4702,3609910,17578450.5,4004402464.71,3738816235.51
2020-08-31,'000599,ÇàµºË«ÐÇ,4.89,4.91,4.82,4.86,4.85,0.04,0.8247,0.8066,6192200,30153703.98,4020847649.37,3754170716.97
2020-08-28,'000599,ÇàµºË«ÐÇ,4.85,4.87,4.77,4.87,4.87,-0.02,-0.4107,1.0043,7710117,37171851.92,3987957280.05,3723461754.05
2020-08-27,'000599,ÇàµºË«ÐÇ,4.87,4.91,4.83,4.87,4.86,0.01,0.2058,0.7064,5423100,26379944.0,4004402464.71,3738816235.51
2020-08-26,'000599,ÇàµºË«ÐÇ,4.86,5.01,4.83,4.95,4.94,-0.08,-1.6194,1.0735,8241200,40598255.0,3996179872.38,3731138994.78
