хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2020-10-29,'000502,бл╬╟©ь╧и,7.65,7.75,7.45,7.52,7.64,0.01,0.1309,0.8945,1640067,12508127.08,1413869993.55,1402624493.55
2020-10-28,'000502,бл╬╟©ь╧и,7.64,7.72,7.5,7.7,7.65,-0.01,-0.1307,0.884,1620800,12296804.0,1412021797.48,1400790997.48
2020-10-27,'000502,бл╬╟©ь╧и,7.65,7.93,7.64,7.85,7.81,-0.16,-2.0487,0.9123,1672700,12968754.0,1413869993.55,1402624493.55
2020-10-26,'000502,бл╬╟©ь╧и,7.81,8.02,7.7,7.93,7.93,-0.12,-1.5132,1.503,2755700,21568234.09,1443441130.67,1431960430.67
2020-10-23,'000502,бл╬╟©ь╧и,7.93,8.04,7.84,7.95,7.89,0.04,0.507,1.1678,2141100,16973829.0,1465619483.51,1453962383.51
2020-10-22,'000502,бл╬╟©ь╧и,7.89,8.05,7.81,8.05,7.98,-0.09,-1.1278,1.368,2508300,19912938.0,1458226699.23,1446628399.23
2020-10-21,'000502,бл╬╟©ь╧и,7.98,8.29,7.95,8.14,8.22,-0.24,-2.9197,1.4258,2614140,21048460.36,1474860463.86,1463129863.86
2020-10-20,'000502,бл╬╟©ь╧и,8.22,8.25,7.96,8.07,7.98,0.24,3.0075,1.4238,2610623,21277067.63,1519217169.54,1507133769.54
2020-10-19,'000502,бл╬╟©ь╧и,7.98,8.3,7.95,8.3,8.26,-0.28,-3.3898,1.9281,3535144,28629852.06,1474860463.86,1463129863.86
2020-10-16,'000502,бл╬╟©ь╧и,8.26,8.3,7.81,7.98,7.91,0.35,4.4248,2.2681,4158531,33705748.56,1526609953.82,1514467753.82
2020-10-15,'000502,бл╬╟©ь╧и,7.91,8.09,7.88,8.09,8.08,-0.17,-2.104,2.1989,4031684,32018666.08,1461923091.37,1450295391.37
2020-10-14,'000502,бл╬╟©ь╧и,8.08,8.25,8.06,8.15,8.25,-0.17,-2.0606,1.8265,3348900,27227845.0,1493342424.56,1481464824.56
2020-10-13,'000502,бл╬╟©ь╧и,8.25,8.44,7.97,7.98,7.97,0.28,3.5132,4.1263,7565600,62522998.68,1524761757.75,1512634257.75
2020-10-12,'000502,бл╬╟©ь╧и,7.97,8.15,7.82,7.85,7.81,0.16,2.0487,3.2938,6039132,48087505.09,1473012267.79,1461296367.79
2020-10-09,'000502,бл╬╟©ь╧и,7.81,7.91,7.6,7.85,7.75,0.06,0.7742,3.0645,5618800,43569906.85,1443441130.67,1431960430.67
2020-09-30,'000502,бл╬╟©ь╧и,7.75,7.92,7.63,7.72,7.72,0.03,0.3886,2.277,4174868,32464666.12,1432351954.25,1420959454.25
2020-09-29,'000502,бл╬╟©ь╧и,7.72,7.91,7.54,7.72,7.8,-0.08,-1.0256,3.0847,5655800,43633963.0,1426807366.04,1415458966.04
2020-09-28,'000502,бл╬╟©ь╧и,7.8,8.03,7.63,7.69,7.69,0.11,1.4304,4.8649,8919802,69643702.22,1441592934.6,1430126934.6
2020-09-25,'000502,бл╬╟©ь╧и,7.69,7.84,7.32,7.32,7.42,0.27,3.6388,3.7522,6879672,52678993.37,1421262777.83,1409958477.83
2020-09-24,'000502,бл╬╟©ь╧и,7.42,7.69,7.35,7.51,7.66,-0.24,-3.1332,2.9,5317171,39809388.7,1371361483.94,1360454083.94
2020-09-23,'000502,бл╬╟©ь╧и,7.66,7.76,7.17,7.29,7.44,0.22,2.957,5.2556,9636069,72416390.59,1415718189.62,1404457989.62
2020-09-22,'000502,бл╬╟©ь╧и,7.44,7.68,6.91,6.93,7.09,0.35,4.9365,7.3436,13464405,99258299.08,1375057876.08,1364121076.08
2020-09-21,'000502,бл╬╟©ь╧и,7.09,7.28,6.82,7.14,7.44,-0.35,-4.7043,5.1068,9363270,65683325.51,1310371013.63,1299948713.63
2020-09-18,'000502,бл╬╟©ь╧и,7.44,7.47,7.2,7.33,7.28,0.16,2.1978,2.0124,3689803,27199880.2,1375057876.08,1364121076.08
2020-09-17,'000502,бл╬╟©ь╧и,7.28,7.45,7.17,7.34,7.22,0.06,0.831,1.6733,3068000,22468828.0,1345486738.96,1334785138.96
2020-09-16,'000502,бл╬╟©ь╧и,7.22,7.33,7.13,7.32,7.32,-0.1,-1.3661,1.3033,2389647,17198078.71,1334397562.54,1323784162.54
2020-09-15,'000502,бл╬╟©ь╧и,7.32,7.43,7.25,7.37,7.33,-0.01,-0.1364,1.2905,2366197,17343259.01,1352879523.24,1342119123.24
2020-09-14,'000502,бл╬╟©ь╧и,7.33,7.39,7.15,7.25,7.14,0.19,2.6611,1.6844,3088403,22524836.97,1354727719.31,1343952619.31
2020-09-11,'000502,бл╬╟©ь╧и,7.14,7.24,6.91,6.94,6.96,0.18,2.5862,1.8209,3338585,23742861.85,1319611993.98,1309116193.98
2020-09-10,'000502,бл╬╟©ь╧и,6.96,7.44,6.8,7.41,7.38,-0.42,-5.6911,2.97,5445504,38895944.99,1286344464.72,1276113264.72
2020-09-09,'000502,бл╬╟©ь╧и,7.38,7.56,7.31,7.33,7.41,-0.03,-0.4049,2.977,5458401,40615166.34,1363968699.66,1353120099.66
2020-09-08,'000502,бл╬╟©ь╧и,7.41,7.49,7.33,7.33,7.37,0.04,0.5427,2.0812,3815900,28224980.0,1369513287.87,1358620587.87
2020-09-07,'000502,бл╬╟©ь╧и,7.37,7.64,7.2,7.45,7.57,-0.2,-2.642,3.6195,6636403,49598231.08,1362120503.59,1351286603.59
2020-09-04,'000502,бл╬╟©ь╧и,7.57,7.66,7.41,7.5,7.81,-0.24,-3.073,4.7039,8624555,64780412.94,1399084424.99,1387956524.99
2020-09-03,'000502,бл╬╟©ь╧и,7.81,8.53,7.81,8.4,8.68,-0.87,-10.023,8.6772,15909544,129416479.91,1443441130.67,1431960430.67
2020-09-02,'000502,бл╬╟©ь╧и,8.68,9.0,8.12,9.0,8.26,0.42,5.0847,13.9761,25625047,218347519.37,1604234188.76,1591474588.76
2020-09-01,'000502,бл╬╟©ь╧и,8.26,8.26,8.26,8.26,7.51,0.75,9.9867,0.5103,935652,7728485.52,1526609953.82,1514467753.82
2020-08-31,'000502,бл╬╟©ь╧и,7.51,7.68,7.46,7.49,7.49,0.02,0.267,2.1409,3925281,29704379.51,1387995248.57,1376955548.57
2020-08-28,'000502,бл╬╟©ь╧и,7.49,7.55,7.31,7.43,7.33,0.16,2.1828,2.2983,4213965,31277946.18,1384298856.43,1373288556.43
2020-08-27,'000502,бл╬╟©ь╧и,7.33,7.43,7.02,7.06,7.11,0.22,3.0942,2.2402,4107412,29822075.87,1354727719.31,1343952619.31
2020-08-26,'000502,бл╬╟©ь╧и,7.11,7.36,7.08,7.36,7.31,-0.2,-2.736,1.5974,2928800,21051628.28,1314067405.77,1303615705.77
2020-08-25,'000502,бл╬╟©ь╧и,7.31,7.39,7.27,7.34,7.34,-0.03,-0.4087,2.0361,3733193,27386609.05,1351031327.17,1340285627.17
2020-08-24,'000502,бл╬╟©ь╧и,7.34,7.38,7.21,7.35,7.33,0.01,0.1364,1.3676,2507416,18300647.43,1356575915.38,1345786115.38
2020-08-21,'000502,бл╬╟©ь╧и,7.33,7.44,7.26,7.27,7.26,0.07,0.9642,1.3971,2561511,18832009.72,1354727719.31,1343952619.31
2020-08-20,'000502,бл╬╟©ь╧и,7.26,7.4,7.22,7.34,7.37,-0.11,-1.4925,1.7612,3229100,23630002.0,1341790346.82,1331118146.82
2020-08-19,'000502,бл╬╟©ь╧и,7.37,7.46,7.32,7.41,7.4,-0.03,-0.4054,2.4816,4549962,33634406.85,1362120503.59,1351286603.59
2020-08-18,'000502,бл╬╟©ь╧и,7.4,7.43,7.31,7.41,7.43,-0.03,-0.4038,2.2869,4193071,30841573.97,1367665091.8,1356787091.8
2020-08-17,'000502,бл╬╟©ь╧и,7.43,7.43,7.29,7.38,7.42,0.01,0.1348,2.725,4996346,36758681.12,1373209680.01,1362287580.01
2020-08-14,'000502,бл╬╟©ь╧и,7.42,7.68,7.29,7.68,7.72,-0.3,-3.886,3.9729,7284326,53984658.78,1371361483.94,1360454083.94
2020-08-13,'000502,бл╬╟©ь╧и,7.72,7.87,7.54,7.65,7.74,-0.02,-0.2584,3.9798,7297037,55968393.41,1426807366.04,1415458966.04
2020-08-12,'000502,бл╬╟©ь╧и,7.74,7.95,7.47,7.53,7.58,0.16,2.1108,6.194,11356628,87685412.12,1430503758.18,1419125958.18
2020-08-11,'000502,бл╬╟©ь╧и,7.58,8.1,7.27,7.34,7.38,0.2,2.71,5.9695,10944991,83550287.23,1400932621.06,1389790021.06
2020-08-10,'000502,бл╬╟©ь╧и,7.38,7.45,7.08,7.12,7.1,0.28,3.9437,3.5814,6566506,48116221.68,1363968699.66,1353120099.66
2020-08-07,'000502,бл╬╟©ь╧и,7.1,7.3,7.07,7.29,7.3,-0.2,-2.7397,2.0007,3668201,26233642.08,1312219209.7,1301782209.7
2020-08-06,'000502,бл╬╟©ь╧и,7.3,7.37,7.18,7.32,7.31,-0.01,-0.1368,1.538,2819901,20466393.24,1349183131.1,1338452131.1
2020-08-05,'000502,бл╬╟©ь╧и,7.31,7.35,7.19,7.3,7.33,-0.02,-0.2729,2.1904,4016101,29171728.27,1351031327.17,1340285627.17
2020-08-04,'000502,бл╬╟©ь╧и,7.33,7.39,7.19,7.3,7.28,0.05,0.6868,2.9761,5456685,39795652.2,1354727719.31,1343952619.31
2020-08-03,'000502,бл╬╟©ь╧и,7.28,7.28,7.17,7.17,7.16,0.12,1.676,2.2574,4138965,29929417.28,1345486738.96,1334785138.96
2020-07-31,'000502,бл╬╟©ь╧и,7.16,7.28,7.09,7.2,7.22,-0.06,-0.831,2.1641,3967899,28469705.93,1323308386.12,1312783186.12
2020-07-30,'000502,бл╬╟©ь╧и,7.22,7.27,7.04,7.1,7.1,0.12,1.6901,2.4548,4500888,32283421.74,1334397562.54,1323784162.54
2020-07-29,'000502,бл╬╟©ь╧и,7.1,7.11,6.91,7.0,6.99,0.11,1.5737,1.6619,3047103,21450599.14,1312219209.7,1301782209.7
2020-07-28,'000502,бл╬╟©ь╧и,6.99,7.1,6.95,7.02,7.0,-0.01,-0.1429,1.2062,2211493,15501733.0,1291889052.93,1281613752.93
2020-07-27,'000502,бл╬╟©ь╧и,7.0,7.17,6.92,7.17,7.1,-0.1,-1.4085,1.8432,3379526,23600823.51,1293737249.0,1283447249.0
2020-07-24,'000502,бл╬╟©ь╧и,7.1,7.45,7.08,7.23,7.27,-0.17,-2.3384,3.9777,7293110,52989492.04,1312219209.7,1301782209.7
2020-07-23,'000502,бл╬╟©ь╧и,7.27,7.58,6.89,7.07,7.08,0.19,2.6836,4.3576,7989593,57420124.52,1343638542.89,1332951642.89
2020-07-22,'000502,бл╬╟©ь╧и,7.08,7.2,7.06,7.11,7.13,-0.05,-0.7013,2.141,3925449,27995726.82,1308522817.56,1298115217.56
2020-07-21,'000502,бл╬╟©ь╧и,7.13,7.36,7.1,7.23,7.2,-0.07,-0.9722,2.1352,3914815,28101014.31,1317763797.91,1307282697.91
2020-07-20,'000502,бл╬╟©ь╧и,7.2,7.24,6.93,6.99,6.99,0.21,3.0043,2.9289,5370151,38074293.65,1330701170.4,1320117170.4
2020-07-17,'000502,бл╬╟©ь╧и,6.99,7.32,6.81,7.17,7.16,-0.17,-2.3743,3.353,6147772,43209233.86,1291889052.93,1281613752.93
2020-07-16,'000502,бл╬╟©ь╧и,7.16,7.4,6.95,7.02,7.01,0.15,2.1398,5.1597,9460268,68433140.61,1323308386.12,1312783186.12
2020-07-15,'000502,бл╬╟©ь╧и,7.01,7.28,6.94,7.21,7.24,-0.23,-3.1768,2.2374,4102335,29065460.31,1295585445.07,1285280745.07
2020-07-14,'000502,бл╬╟©ь╧и,7.24,7.39,7.07,7.3,7.38,-0.14,-1.897,3.1042,5691510,41009974.06,1338093954.68,1327451154.68
2020-07-13,'000502,бл╬╟©ь╧и,7.38,7.39,7.18,7.26,7.29,0.09,1.2346,3.2144,5893677,43192360.43,1363968699.66,1353120099.66
2020-07-10,'000502,бл╬╟©ь╧и,7.29,7.46,7.15,7.34,7.29,0.0,0.0,3.4454,6317111,45913588.73,1347334935.03,1336618635.03
2020-07-09,'000502,бл╬╟©ь╧и,7.29,7.29,7.04,7.08,7.08,0.21,2.9661,3.7828,6935696,49682685.68,1347334935.03,1336618635.03
2020-07-08,'000502,бл╬╟©ь╧и,7.08,7.12,6.93,7.1,7.1,-0.02,-0.2817,2.7565,5054085,35481561.12,1308522817.56,1298115217.56
2020-07-07,'000502,бл╬╟©ь╧и,7.1,7.34,7.02,7.34,7.19,-0.09,-1.2517,3.6127,6623882,47218371.19,1312219209.7,1301782209.7
2020-07-06,'000502,бл╬╟©ь╧и,7.19,7.29,6.86,6.86,6.85,0.34,4.9635,4.3923,8053333,56983701.16,1328852974.33,1318283674.33
2020-07-03,'000502,бл╬╟©ь╧и,6.85,6.87,6.76,6.8,6.83,0.02,0.2928,2.363,4332476,29524781.51,1266014307.95,1255944807.95
2020-07-02,'000502,бл╬╟©ь╧и,6.83,6.9,6.72,6.83,6.94,-0.11,-1.585,3.3351,6114961,41484236.3,1262317915.81,1252277815.81
2020-07-01,'000502,бл╬╟©ь╧и,6.94,7.19,6.57,6.66,6.64,0.3,4.5181,4.6218,8474016,57936779.26,1282648072.58,1272446272.58
2020-06-30,'000502,бл╬╟©ь╧и,6.64,6.73,6.54,6.61,6.58,0.06,0.9119,1.7805,3264502,21702969.79,1227202190.48,1217441390.48
2020-06-29,'000502,бл╬╟©ь╧и,6.58,6.66,6.48,6.5,6.57,0.01,0.1522,1.5261,2798182,18363360.52,1216113014.06,1206440414.06
2020-06-24,'000502,бл╬╟©ь╧и,6.57,6.67,6.44,6.48,6.46,0.11,1.7028,1.4777,2709349,17699785.45,1214264817.99,1204606917.99
2020-06-23,'000502,бл╬╟©ь╧и,6.46,6.56,6.45,6.52,6.51,-0.05,-0.768,1.5885,2912590,18912620.36,1193934661.22,1184438461.22
2020-06-22,'000502,бл╬╟©ь╧и,6.51,6.58,6.51,6.57,6.57,-0.06,-0.9132,1.0949,2007529,13119746.21,1203175641.57,1193605941.57
2020-06-19,'000502,бл╬╟©ь╧и,6.57,6.63,6.5,6.56,6.58,-0.01,-0.152,1.3597,2492934,16331499.19,1214264817.99,1204606917.99
2020-06-18,'000502,бл╬╟©ь╧и,6.58,6.83,6.57,6.69,6.67,-0.09,-1.3493,1.7602,3227247,21506036.56,1216113014.06,1206440414.06
2020-06-17,'000502,бл╬╟©ь╧и,6.67,6.67,6.53,6.58,6.58,0.09,1.3678,1.1571,2121600,13991188.0,1232746778.69,1222941878.69
2020-06-16,'000502,бл╬╟©ь╧и,6.58,6.61,6.48,6.53,6.51,0.07,1.0753,1.0476,1920702,12555680.08,1216113014.06,1206440414.06
2020-06-15,'000502,бл╬╟©ь╧и,6.51,6.69,6.5,6.61,6.58,-0.07,-1.0638,1.3351,2447922,16162562.66,1203175641.57,1193605941.57
2020-06-12,'000502,бл╬╟©ь╧и,6.58,6.6,6.45,6.55,6.61,-0.03,-0.4539,0.9129,1673800,10909760.0,1216113014.06,1206440414.06
2020-06-11,'000502,бл╬╟©ь╧и,6.61,6.65,6.5,6.55,6.55,0.06,0.916,0.8725,1599791,10529805.16,1221657602.27,1211940902.27
2020-06-10,'000502,бл╬╟©ь╧и,6.55,6.64,6.49,6.63,6.62,-0.07,-1.0574,0.779,1428354,9353005.16,1210568425.85,1200939925.85
2020-06-09,'000502,бл╬╟©ь╧и,6.62,6.67,6.6,6.62,6.62,0.0,0.0,0.496,909422,6025787.64,1223505798.34,1213774398.34
2020-06-08,'000502,бл╬╟©ь╧и,6.62,6.82,6.6,6.82,6.82,-0.2,-2.9326,1.2808,2348400,15689265.0,1223505798.34,1213774398.34
2020-06-05,'000502,бл╬╟©ь╧и,6.82,6.82,6.62,6.67,6.7,0.12,1.791,1.4419,2643722,17685051.08,1260469719.74,1250444319.74
2020-06-04,'000502,бл╬╟©ь╧и,6.7,6.72,6.61,6.67,6.64,0.06,0.9036,0.9716,1781415,11879738.75,1238291366.9,1228442366.9
2020-06-03,'000502,бл╬╟©ь╧и,6.64,6.7,6.59,6.65,6.64,0.0,0.0,1.1524,2112900,14065327.0,1227202190.48,1217441390.48
2020-06-02,'000502,бл╬╟©ь╧и,6.64,6.83,6.61,6.71,6.71,-0.07,-1.0432,1.5046,2758634,18488660.14,1227202190.48,1217441390.48
2020-06-01,'000502,бл╬╟©ь╧и,6.71,6.72,6.52,6.53,6.51,0.2,3.0722,1.4544,2666600,17708126.7,1240139562.97,1230275862.97
2020-05-29,'000502,бл╬╟©ь╧и,6.51,6.63,6.36,6.38,6.35,0.16,2.5197,1.1825,2168080,14111773.0,1203175641.57,1193605941.57
2020-05-28,'000502,бл╬╟©ь╧и,6.35,6.42,6.33,6.4,6.39,-0.04,-0.626,1.1111,2037190,12979354.5,1173604504.45,1164270004.45
2020-05-27,'000502,бл╬╟©ь╧и,6.39,6.52,6.35,6.46,6.45,-0.06,-0.9302,0.9044,1658200,10667863.0,1180997288.73,1171603988.73
2020-05-26,'000502,бл╬╟©ь╧и,6.45,6.49,6.36,6.37,6.39,0.06,0.939,1.1343,2079644,13342728.5,1192086465.15,1182604965.15
2020-05-25,'000502,бл╬╟©ь╧и,6.39,6.43,6.19,6.27,6.27,0.12,1.9139,1.1834,2169668,13747881.12,1180997288.73,1171603988.73
2020-05-22,'000502,бл╬╟©ь╧и,6.27,6.3,6.1,6.19,6.21,0.06,0.9662,1.36,2493598,15452602.24,1158818935.89,1149602035.89
2020-05-21,'000502,бл╬╟©ь╧и,6.21,6.3,6.2,6.25,6.27,-0.06,-0.9569,0.8574,1572060,9829188.6,1147729759.47,1138601059.47
2020-05-20,'000502,бл╬╟©ь╧и,6.27,6.39,6.2,6.37,6.36,-0.09,-1.4151,1.3378,2452900,15359061.0,1158818935.89,1149602035.89
2020-05-19,'000502,бл╬╟©ь╧и,6.36,6.48,6.31,6.34,6.3,0.06,0.9524,0.9999,1833376,11729386.6,1175452700.52,1166103500.52
2020-05-18,'000502,бл╬╟©ь╧и,6.3,6.47,6.22,6.39,6.35,-0.05,-0.7874,1.3406,2458055,15499692.33,1164363524.1,1155102524.1
2020-05-15,'000502,бл╬╟©ь╧и,6.35,6.42,6.27,6.38,6.35,0.0,0.0,1.0353,1898268,12076263.44,1173604504.45,1164270004.45
2020-05-14,'000502,бл╬╟©ь╧и,6.35,6.53,6.34,6.51,6.51,-0.16,-2.4578,1.2724,2333000,14963098.0,1173604504.45,1164270004.45
2020-05-13,'000502,бл╬╟©ь╧и,6.51,6.58,6.46,6.57,6.55,-0.04,-0.6107,0.9206,1687921,11006043.66,1203175641.57,1193605941.57
2020-05-12,'000502,бл╬╟©ь╧и,6.55,6.65,6.51,6.54,6.53,0.02,0.3063,1.2237,2243602,14736093.07,1210568425.85,1200939925.85
2020-05-11,'000502,бл╬╟©ь╧и,6.53,6.62,6.47,6.51,6.51,0.02,0.3072,1.0767,1974100,12939072.0,1206872033.71,1197272933.71
2020-05-08,'000502,бл╬╟©ь╧и,6.51,6.63,6.45,6.46,6.45,0.06,0.9302,1.1444,2098301,13740247.48,1203175641.57,1193605941.57
2020-05-07,'000502,бл╬╟©ь╧и,6.45,6.65,6.42,6.56,6.56,-0.11,-1.6768,1.4498,2658201,17325701.1,1192086465.15,1182604965.15
2020-05-06,'000502,бл╬╟©ь╧и,6.56,6.58,6.4,6.42,6.46,0.1,1.548,1.1006,2018012,13091182.4,1212416621.92,1202773421.92
2020-04-30,'000502,бл╬╟©ь╧и,6.46,6.46,6.28,6.28,6.28,0.18,2.8662,1.824,3344246,21393547.68,1193934661.22,1184438461.22
2020-04-29,'000502,бл╬╟©ь╧и,6.28,6.44,6.25,6.3,6.29,-0.01,-0.159,1.1564,2120200,13448079.49,1160667131.96,1151435531.96
2020-04-28,'000502,бл╬╟©ь╧и,6.29,6.64,6.12,6.51,6.57,-0.28,-4.2618,2.1041,3857847,24339643.93,1162515328.03,1153269028.03
2020-04-27,'000502,бл╬╟©ь╧и,6.57,6.81,6.54,6.68,6.68,-0.11,-1.6467,1.6258,2980951,19719629.05,1214264817.99,1204606917.99
2020-04-24,'000502,бл╬╟©ь╧и,6.68,6.91,6.68,6.9,6.92,-0.24,-3.4682,2.1578,3956300,26777938.0,1234594974.76,1224775374.76
2020-04-23,'000502,бл╬╟©ь╧и,6.92,7.08,6.91,7.0,7.01,-0.09,-1.2839,1.2124,2223000,15524956.0,1278951680.44,1268779280.44
2020-04-22,'000502,бл╬╟©ь╧и,7.01,7.09,6.75,6.85,6.88,0.13,1.8895,1.8402,3374025,23438913.74,1295585445.07,1285280745.07
2020-04-21,'000502,бл╬╟©ь╧и,6.88,7.03,6.79,6.98,7.05,-0.17,-2.4113,1.8279,3351409,23032109.65,1271558896.16,1261445296.16
2020-04-20,'000502,бл╬╟©ь╧и,7.05,7.13,6.79,6.91,6.9,0.15,2.1739,2.5795,4729501,33056808.65,1302978229.35,1292614729.35
2020-04-17,'000502,бл╬╟©ь╧и,6.9,7.1,6.86,7.05,7.02,-0.12,-1.7094,2.3171,4248441,29594682.13,1275255288.3,1265112288.3
2020-04-16,'000502,бл╬╟©ь╧и,7.02,7.13,6.98,7.1,7.06,-0.04,-0.5666,1.1605,2127701,14978372.75,1297433641.14,1287114241.14
2020-04-15,'000502,бл╬╟©ь╧и,7.06,7.16,6.99,7.15,7.12,-0.06,-0.8427,1.7578,3223000,22845505.0,1304826425.42,1294448225.42
2020-04-14,'000502,бл╬╟©ь╧и,7.12,7.2,7.0,7.0,7.07,0.05,0.7072,1.306,2394503,17026740.34,1315915601.84,1305449201.84
2020-04-13,'000502,бл╬╟©ь╧и,7.07,7.24,6.89,6.95,7.03,0.04,0.569,1.8183,3333900,23599054.99,1306674621.49,1296281721.49
2020-04-10,'000502,бл╬╟©ь╧и,7.03,7.25,6.96,7.21,7.19,-0.16,-2.2253,2.0989,3848329,27222414.45,1299281837.21,1288947737.21
2020-04-09,'000502,бл╬╟©ь╧и,7.19,7.34,7.05,7.08,7.02,0.17,2.4217,3.0699,5628653,40435876.74,1328852974.33,1318283674.33
2020-04-08,'000502,бл╬╟©ь╧и,7.02,7.11,6.86,6.9,6.96,0.06,0.8621,2.6879,4928246,34459649.9,1297433641.14,1287114241.14
2020-04-07,'000502,бл╬╟©ь╧и,6.96,7.02,6.73,6.83,6.7,0.26,3.8806,3.8031,6973011,47965430.24,1286344464.72,1276113264.72
2020-04-03,'000502,бл╬╟©ь╧и,6.7,6.9,6.68,6.89,6.85,-0.15,-2.1898,2.7298,5005139,33817764.88,1238291366.9,1228442366.9
2020-04-02,'000502,бл╬╟©ь╧и,6.85,6.94,6.5,6.63,6.62,0.23,3.4743,3.6498,6691811,45057405.52,1266014307.95,1255944807.95
2020-04-01,'000502,бл╬╟©ь╧и,6.62,6.76,6.54,6.61,6.64,-0.02,-0.3012,2.4152,4428240,29377510.61,1223505798.34,1213774398.34
2020-03-31,'000502,бл╬╟©ь╧и,6.64,6.89,6.62,6.82,6.7,-0.06,-0.8955,2.927,5366600,35929612.0,1227202190.48,1217441390.48
2020-03-30,'000502,бл╬╟©ь╧и,6.7,6.95,6.67,6.95,7.05,-0.35,-4.9645,3.4374,6302540,42593370.2,1238291366.9,1228442366.9
2020-03-27,'000502,бл╬╟©ь╧и,7.05,7.16,7.01,7.08,7.07,-0.02,-0.2829,3.4244,6278600,44439727.0,1302978229.35,1292614729.35
2020-03-26,'000502,бл╬╟©ь╧и,7.07,7.4,7.06,7.39,7.32,-0.25,-3.4153,5.0635,9283913,66926562.51,1306674621.49,1296281721.49
2020-03-25,'000502,бл╬╟©ь╧и,7.32,7.5,7.1,7.2,7.18,0.14,1.9499,6.374,11686777,84729978.34,1352879523.24,1342119123.24
2020-03-24,'000502,бл╬╟©ь╧и,7.18,7.58,6.95,7.58,7.38,-0.2,-2.71,7.4073,13581249,98077159.67,1327004778.26,1316450178.26
2020-03-23,'000502,бл╬╟©ь╧и,7.38,7.87,7.38,7.8,8.2,-0.82,-10.0,8.9584,16425260,123893719.92,1363968699.66,1353120099.66
2020-03-20,'000502,бл╬╟©ь╧и,8.2,8.99,8.2,8.79,9.11,-0.91,-9.989,13.6398,25008596,212241841.55,1515520777.4,1503466777.4
2020-03-19,'000502,бл╬╟©ь╧и,9.11,11.13,9.11,11.13,10.12,-1.01,-9.9802,17.9698,32947621,331425497.2,1683706619.77,1670314919.77
2020-03-18,'000502,бл╬╟©ь╧и,10.12,10.12,10.12,10.12,9.2,0.92,10.0,0.3089,566300,5730956.0,1870374422.84,1855498022.84
2020-03-17,'000502,бл╬╟©ь╧и,9.2,9.2,9.2,9.2,8.36,0.84,10.0478,0.2302,422070,3883044.0,1700340384.4,1686816384.4
