»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-11-18,'002528,”¢∑…Õÿ,4.08,4.1,4.06,4.08,4.08,0.0,0.0,0.1635,1960409,8003518.02,4890594334.56,4890594334.56
2020-11-17,'002528,”¢∑…Õÿ,4.08,4.14,4.05,4.13,4.14,-0.06,-1.4493,0.2613,3132170,12762389.9,4890594334.56,4890594334.56
2020-11-16,'002528,”¢∑…Õÿ,4.14,4.14,4.09,4.11,4.1,0.04,0.9756,0.2115,2534841,10446105.53,4962514839.48,4962514839.48
2020-11-13,'002528,”¢∑…Õÿ,4.1,4.12,4.03,4.07,4.07,0.03,0.7371,0.2736,3279902,13395364.44,4914567836.2,4914567836.2
2020-11-12,'002528,”¢∑…Õÿ,4.07,4.09,4.02,4.03,4.03,0.04,0.9926,0.2554,3060850,12429096.8,4878607583.74,4878607583.74
2020-11-11,'002528,”¢∑…Õÿ,4.03,4.09,4.01,4.09,4.08,-0.05,-1.2255,0.245,2936660,11852986.6,4830660580.46,4830660580.46
2020-11-10,'002528,”¢∑…Õÿ,4.08,4.15,4.07,4.14,4.15,-0.07,-1.6867,0.2814,3373239,13859948.73,4890594334.56,4890594334.56
2020-11-09,'002528,”¢∑…Õÿ,4.15,4.17,4.09,4.09,4.07,0.08,1.9656,0.4426,5305072,21996071.87,4974501590.3,4974501590.3
2020-11-06,'002528,”¢∑…Õÿ,4.07,4.08,4.03,4.06,4.05,0.02,0.4938,0.3186,3818415,15503901.82,4878607583.74,4878607583.74
2020-11-05,'002528,”¢∑…Õÿ,4.05,4.06,4.0,4.04,4.0,0.05,1.25,0.2475,2966799,11983087.27,4854634082.1,4854634082.1
2020-11-04,'002528,”¢∑…Õÿ,4.0,4.08,3.96,4.01,4.02,-0.02,-0.4975,0.2297,2753842,11045612.34,4794700328.0,4794700328.0
2020-11-03,'002528,”¢∑…Õÿ,4.02,4.05,3.9,3.91,3.91,0.11,2.8133,0.3773,4523129,17990170.58,4818673829.64,4818673829.64
2020-11-02,'002528,”¢∑…Õÿ,3.91,4.04,3.9,4.02,4.02,-0.11,-2.7363,0.3786,4537655,17912631.16,4686819570.62,4686819570.62
2020-10-30,'002528,”¢∑…Õÿ,4.02,4.15,4.0,4.13,4.15,-0.13,-3.1325,0.367,4399578,17891397.41,4818673829.64,4818673829.64
2020-10-29,'002528,”¢∑…Õÿ,4.15,4.15,4.08,4.1,4.14,0.01,0.2415,0.2484,2977715,12249840.53,4974501590.3,4974501590.3
2020-10-28,'002528,”¢∑…Õÿ,4.14,4.15,4.02,4.14,4.13,0.01,0.2421,0.3551,4256697,17413637.25,4962514839.48,4962514839.48
2020-10-27,'002528,”¢∑…Õÿ,4.13,4.25,4.11,4.14,4.16,-0.03,-0.7212,0.3289,3942085,16354497.32,4950528088.66,4950528088.66
2020-10-26,'002528,”¢∑…Õÿ,4.16,4.2,4.14,4.14,4.18,-0.02,-0.4785,0.2195,2631133,10954202.06,4986488341.12,4986488341.12
2020-10-23,'002528,”¢∑…Õÿ,4.18,4.27,4.16,4.22,4.22,-0.04,-0.9479,0.2084,2498065,10506170.3,5010461842.76,5010461842.76
2020-10-22,'002528,”¢∑…Õÿ,4.22,4.23,4.16,4.21,4.21,0.01,0.2375,0.2304,2761685,11598504.52,5058408846.04,5058408846.04
2020-10-21,'002528,”¢∑…Õÿ,4.21,4.3,4.2,4.29,4.31,-0.1,-2.3202,0.2585,3098100,13104937.0,5046422095.22,5046422095.22
2020-10-20,'002528,”¢∑…Õÿ,4.31,4.32,4.21,4.24,4.24,0.07,1.6509,0.2772,3322499,14162808.09,5166289603.42,5166289603.42
2020-10-19,'002528,”¢∑…Õÿ,4.24,4.28,4.23,4.26,4.22,0.02,0.4739,0.2356,2824512,12021581.16,5082382347.68,5082382347.68
2020-10-16,'002528,”¢∑…Õÿ,4.22,4.3,4.18,4.29,4.26,-0.04,-0.939,0.328,3931328,16573322.0,5058408846.04,5058408846.04
2020-10-15,'002528,”¢∑…Õÿ,4.26,4.33,4.26,4.33,4.33,-0.07,-1.6166,0.3581,4292710,18386272.43,5106355849.32,5106355849.32
2020-10-14,'002528,”¢∑…Õÿ,4.33,4.44,4.31,4.42,4.42,-0.09,-2.0362,0.3695,4429500,19282665.0,5190263105.06,5190263105.06
2020-10-13,'002528,”¢∑…Õÿ,4.42,4.48,4.41,4.45,4.45,-0.03,-0.6742,0.4209,5044842,22366021.64,5298143862.44,5298143862.44
2020-10-12,'002528,”¢∑…Õÿ,4.45,4.47,4.34,4.35,4.27,0.18,4.2155,0.6842,8201786,36202194.27,5334104114.9,5334104114.9
2020-10-09,'002528,”¢∑…Õÿ,4.27,4.29,4.21,4.21,4.17,0.1,2.3981,0.3314,3972295,16889148.26,5118342600.14,5118342600.14
2020-09-30,'002528,”¢∑…Õÿ,4.17,4.24,4.16,4.22,4.2,-0.03,-0.7143,0.2008,2407250,10080329.0,4998475091.94,4998475091.94
2020-09-29,'002528,”¢∑…Õÿ,4.2,4.25,4.19,4.2,4.19,0.01,0.2387,0.2025,2427646,10251873.21,5034435344.4,5034435344.4
2020-09-28,'002528,”¢∑…Õÿ,4.19,4.26,4.18,4.25,4.22,-0.03,-0.7109,0.1833,2197005,9235611.9,5022448593.58,5022448593.58
2020-09-25,'002528,”¢∑…Õÿ,4.22,4.25,4.19,4.24,4.22,0.0,0.0,0.2237,2681213,11308690.17,5058408846.04,5058408846.04
2020-09-24,'002528,”¢∑…Õÿ,4.22,4.34,4.22,4.34,4.36,-0.14,-3.211,0.4142,4964500,21194566.0,5058408846.04,5058408846.04
2020-09-23,'002528,”¢∑…Õÿ,4.36,4.41,4.32,4.39,4.37,-0.01,-0.2288,0.3759,4505753,19638238.22,5226223357.52,5226223357.52
2020-09-22,'002528,”¢∑…Õÿ,4.37,4.45,4.36,4.45,4.48,-0.11,-2.4554,0.4509,5405339,23799881.53,5238210108.34,5238210108.34
2020-09-21,'002528,”¢∑…Õÿ,4.48,4.55,4.47,4.51,4.52,-0.04,-0.885,0.4346,5209083,23439535.78,5370064367.36,5370064367.36
2020-09-18,'002528,”¢∑…Õÿ,4.52,4.55,4.46,4.47,4.48,0.04,0.8929,0.4942,5923290,26718732.14,5418011370.64,5418011370.64
2020-09-17,'002528,”¢∑…Õÿ,4.48,4.51,4.41,4.46,4.46,0.02,0.4484,0.3796,4549577,20288443.55,5370064367.36,5370064367.36
2020-09-16,'002528,”¢∑…Õÿ,4.46,4.57,4.45,4.5,4.54,-0.08,-1.7621,0.456,5465800,24539748.4,5346090865.72,5346090865.72
2020-09-15,'002528,”¢∑…Õÿ,4.54,4.6,4.49,4.58,4.51,0.03,0.6652,0.3829,4589815,20760067.23,5441984872.28,5441984872.28
2020-09-14,'002528,”¢∑…Õÿ,4.51,4.63,4.46,4.53,4.53,-0.02,-0.4415,0.5471,6557954,29767986.76,5406024619.82,5406024619.82
2020-09-11,'002528,”¢∑…Õÿ,4.53,4.61,4.5,4.59,4.59,-0.06,-1.3072,0.7258,8700221,39494206.56,5429998121.46,5429998121.46
2020-09-10,'002528,”¢∑…Õÿ,4.59,4.9,4.53,4.89,4.86,-0.27,-5.5556,1.0732,12863907,60402695.82,5501918626.38,5501918626.38
2020-09-09,'002528,”¢∑…Õÿ,4.86,4.96,4.82,4.83,4.88,-0.02,-0.4098,0.784,9398205,46043473.97,5825560898.52,5825560898.52
2020-09-08,'002528,”¢∑…Õÿ,4.88,4.88,4.74,4.8,4.79,0.09,1.8789,0.5961,7145211,34367365.07,5849534400.16,5849534400.16
2020-09-07,'002528,”¢∑…Õÿ,4.79,4.93,4.78,4.84,4.84,-0.05,-1.0331,0.6084,7292450,35462255.3,5741653642.78,5741653642.78
2020-09-04,'002528,”¢∑…Õÿ,4.84,4.86,4.77,4.81,4.87,-0.03,-0.616,0.5112,6127206,29522328.19,5801587396.88,5801587396.88
2020-09-03,'002528,”¢∑…Õÿ,4.87,4.97,4.86,4.95,4.95,-0.08,-1.6162,0.4805,5759343,28286854.85,5837547649.34,5837547649.34
2020-09-02,'002528,”¢∑…Õÿ,4.95,4.99,4.84,4.9,4.88,0.07,1.4344,0.6459,7742517,38011557.51,5933441655.9,5933441655.9
2020-09-01,'002528,”¢∑…Õÿ,4.88,4.94,4.84,4.93,4.91,-0.03,-0.611,0.5039,6039611,29428674.46,5849534400.16,5849534400.16
2020-08-31,'002528,”¢∑…Õÿ,4.91,4.99,4.9,4.93,4.92,-0.01,-0.2033,0.5335,6394586,31700278.88,5885494652.62,5885494652.62
2020-08-28,'002528,”¢∑…Õÿ,4.92,4.93,4.81,4.86,4.9,0.02,0.4082,0.5606,6720280,32761651.43,5897481403.44,5897481403.44
2020-08-27,'002528,”¢∑…Õÿ,4.9,4.95,4.82,4.89,4.89,0.01,0.2045,0.4953,5937181,28964025.18,5873507901.8,5873507901.8
2020-08-26,'002528,”¢∑…Õÿ,4.89,5.1,4.87,5.06,5.06,-0.17,-3.3597,0.8039,9635802,47803397.56,5861521150.98,5861521150.98
2020-08-25,'002528,”¢∑…Õÿ,5.06,5.15,4.96,4.96,4.97,0.09,1.8109,1.1023,13212481,66766569.39,6065295914.92,6065295914.92
2020-08-24,'002528,”¢∑…Õÿ,4.97,5.01,4.83,4.91,4.95,0.02,0.404,0.6765,8109092,39903430.92,5957415157.54,5957415157.54
2020-08-21,'002528,”¢∑…Õÿ,4.95,5.04,4.89,4.98,4.98,-0.03,-0.6024,0.6344,7604593,37791829.95,5933441655.9,5933441655.9
2020-08-20,'002528,”¢∑…Õÿ,4.98,5.07,4.94,5.02,5.08,-0.1,-1.9685,0.8876,10639209,53179686.73,5969401908.36,5969401908.36
2020-08-19,'002528,”¢∑…Õÿ,5.08,5.26,5.06,5.18,5.14,-0.06,-1.1673,1.3858,16611793,85925098.31,6089269416.56,6089269416.56
2020-08-18,'002528,”¢∑…Õÿ,5.14,5.15,5.08,5.14,5.13,0.01,0.1949,0.652,7815194,40020732.36,6161189921.48,6161189921.48
2020-08-17,'002528,”¢∑…Õÿ,5.13,5.15,5.06,5.08,5.06,0.07,1.3834,0.8859,10618470,54347238.94,6149203170.66,6149203170.66
2020-08-14,'002528,”¢∑…Õÿ,5.06,5.09,4.96,5.05,5.06,0.0,0.0,0.6158,7381414,37147130.86,6065295914.92,6065295914.92
2020-08-13,'002528,”¢∑…Õÿ,5.06,5.1,4.94,4.97,4.96,0.1,2.0161,0.8066,9668764,48759586.02,6065295914.92,6065295914.92
