ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-11-18,'002141,ÏÍ·á¿Ø¹É,2.75,2.81,2.74,2.77,2.77,-0.02,-0.722,3.3083,21061100,58305544.0,3120305427.25,1750672000.0
2020-11-17,'002141,ÏÍ·á¿Ø¹É,2.77,2.83,2.72,2.83,2.86,-0.09,-3.1469,4.9041,31219667,86174859.25,3142998557.63,1763404160.0
2020-11-16,'002141,ÏÍ·á¿Ø¹É,2.86,2.88,2.74,2.84,2.96,-0.1,-3.3784,8.976,57141750,159767116.89,3245117644.34,1820698880.0
2020-11-13,'002141,ÏÍ·á¿Ø¹É,2.96,3.35,2.96,3.27,3.29,-0.33,-10.0304,11.825,75278900,231723196.61,3358583296.24,1884359680.0
2020-11-12,'002141,ÏÍ·á¿Ø¹É,3.29,3.29,3.07,3.12,2.99,0.3,10.0334,16.1423,102763206,329940167.99,3733019947.51,2094440320.0
2020-11-11,'002141,ÏÍ·á¿Ø¹É,2.99,2.99,2.68,2.68,2.72,0.27,9.9265,8.3905,53414484,156673969.85,3392622991.81,1903457920.0
2020-11-10,'002141,ÏÍ·á¿Ø¹É,2.72,2.93,2.69,2.9,2.86,-0.14,-4.8951,4.7957,30529560,84046573.28,3086265731.68,1731573760.0
2020-11-09,'002141,ÏÍ·á¿Ø¹É,2.86,2.86,2.61,2.61,2.6,0.26,10.0,2.387,15195607,42423759.02,3245117644.34,1820698880.0
2020-11-06,'002141,ÏÍ·á¿Ø¹É,2.6,2.67,2.58,2.66,2.65,-0.05,-1.8868,1.2461,7932600,20747422.62,2950106949.4,1655180800.0
2020-11-05,'002141,ÏÍ·á¿Ø¹É,2.65,2.65,2.55,2.56,2.54,0.11,4.3307,1.735,11045457,28837557.33,3006839775.35,1687011200.0
2020-11-04,'002141,ÏÍ·á¿Ø¹É,2.54,2.66,2.53,2.6,2.6,-0.06,-2.3077,1.7787,11323204,29394370.4,2882027558.26,1616984320.0
2020-11-03,'002141,ÏÍ·á¿Ø¹É,2.6,2.61,2.47,2.49,2.47,0.13,5.2632,1.8728,11922681,30537598.6,2950106949.4,1655180800.0
2020-11-02,'002141,ÏÍ·á¿Ø¹É,2.47,2.52,2.44,2.51,2.52,-0.05,-1.9841,1.6762,10670800,26355963.0,2802601601.93,1572421760.0
2020-10-30,'002141,ÏÍ·á¿Ø¹É,2.52,2.65,2.48,2.63,2.62,-0.1,-3.8168,1.9466,12392231,31597082.81,2859334427.88,1604252160.0
2020-10-29,'002141,ÏÍ·á¿Ø¹É,2.62,2.68,2.45,2.58,2.66,-0.04,-1.5038,2.4258,15442530,40129838.64,2972800079.78,1667912960.0
2020-10-28,'002141,ÏÍ·á¿Ø¹É,2.66,2.9,2.66,2.9,2.95,-0.29,-9.8305,4.9501,31512612,85272196.79,3018186340.54,1693377280.0
2020-10-27,'002141,ÏÍ·á¿Ø¹É,2.95,2.97,2.93,2.94,2.97,-0.02,-0.6734,0.6937,4415900,13003814.0,3347236731.05,1877993600.0
2020-10-26,'002141,ÏÍ·á¿Ø¹É,2.97,3.02,2.96,3.0,3.01,-0.04,-1.3289,0.8456,5383100,16083208.0,3369929861.43,1890725760.0
2020-10-23,'002141,ÏÍ·á¿Ø¹É,3.01,3.03,3.0,3.02,3.02,-0.01,-0.3311,0.6969,4436735,13365098.35,3415316122.19,1916190080.0
2020-10-22,'002141,ÏÍ·á¿Ø¹É,3.02,3.04,2.99,3.02,3.02,0.0,0.0,0.7243,4611181,13913886.62,3426662687.38,1922556160.0
