ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-11-18,'002245,°ÄÑóË³²ý,7.88,7.98,7.66,7.88,7.91,-0.03,-0.3793,2.7634,25356168,197795675.01,7732769938.16,7230567688.16
2020-11-17,'002245,°ÄÑóË³²ý,7.91,8.2,7.78,8.04,8.04,-0.13,-1.6169,3.6228,33242024,265133207.71,7762209417.62,7258095230.12
2020-11-16,'002245,°ÄÑóË³²ý,8.04,8.15,7.78,7.95,7.95,0.09,1.1321,3.1502,28905729,229823825.64,7889780495.28,7377381245.28
2020-11-13,'002245,°ÄÑóË³²ý,7.95,8.03,7.6,7.63,7.78,0.17,2.1851,4.0569,37225721,292368846.83,7801462056.9,7294798619.4
2020-11-12,'002245,°ÄÑóË³²ý,7.78,7.8,7.32,7.32,7.47,0.31,4.1499,3.6666,33644299,257481658.63,7634638339.96,7138809214.96
2020-11-11,'002245,°ÄÑóË³²ý,7.47,7.75,7.42,7.51,7.42,0.05,0.6739,3.6524,33513725,253616916.95,7330430385.54,6854357948.04
2020-11-10,'002245,°ÄÑóË³²ý,7.42,7.54,7.28,7.34,7.38,0.04,0.542,3.261,29922764,222280038.38,7281364586.44,6808478711.44
2020-11-09,'002245,°ÄÑóË³²ý,7.38,7.56,7.22,7.4,7.21,0.17,2.3578,4.3177,39618681,292158005.63,7242111947.16,6771775322.16
2020-11-06,'002245,°ÄÑóË³²ý,7.21,7.4,7.1,7.27,7.05,0.16,2.2695,6.0245,55279670,399754659.73,7075288230.22,6615785917.72
2020-11-05,'002245,°ÄÑóË³²ý,7.05,7.05,6.46,6.47,6.41,0.64,9.9844,5.3371,48972072,337456793.36,6918277673.1,6468972360.6
2020-11-04,'002245,°ÄÑóË³²ý,6.41,6.45,6.19,6.35,6.39,0.02,0.313,2.3863,21896311,138678746.01,6290235444.62,5881718132.12
2020-11-03,'002245,°ÄÑóË³²ý,6.39,6.6,6.32,6.51,6.49,-0.1,-1.5408,2.5014,22952236,147506644.64,6270609124.98,5863366437.48
2020-11-02,'002245,°ÄÑóË³²ý,6.49,6.74,6.45,6.57,6.57,-0.08,-1.2177,2.0924,19199714,126247602.59,6368740723.18,5955124910.68
2020-10-30,'002245,°ÄÑóË³²ý,6.57,6.81,6.53,6.72,6.71,-0.14,-2.0864,2.4578,22552538,149484301.14,6447246001.74,6028531689.24
2020-10-29,'002245,°ÄÑóË³²ý,6.71,6.88,6.46,6.46,6.6,0.11,1.6667,3.8698,35508828,240449355.32,6584630239.22,6156993551.72
2020-10-28,'002245,°ÄÑóË³²ý,6.6,6.76,6.4,6.76,6.69,-0.09,-1.3453,3.2579,29894434,195590089.82,6476685481.2,6056059231.2
2020-10-27,'002245,°ÄÑóË³²ý,6.69,6.73,6.36,6.4,6.46,0.23,3.5604,3.6725,33698381,223002690.98,6565003919.58,6138641857.08
2020-10-26,'002245,°ÄÑóË³²ý,6.46,6.66,6.3,6.59,6.6,-0.14,-2.1212,2.7994,25687200,165638563.0,6339301243.72,5927597368.72
2020-10-23,'002245,°ÄÑóË³²ý,6.6,6.73,6.41,6.41,6.4,0.2,3.125,3.6451,33447000,220991935.0,6476685481.2,6056059231.2
2020-10-22,'002245,°ÄÑóË³²ý,6.4,6.55,6.17,6.37,6.4,0.0,0.0,2.4459,22443461,143342491.1,6280422284.8,5872542284.8
2020-10-21,'002245,°ÄÑóË³²ý,6.4,6.55,6.25,6.36,6.25,0.15,2.4,3.1976,29340949,188643552.21,6280422284.8,5872542284.8
2020-10-20,'002245,°ÄÑóË³²ý,6.25,6.3,5.97,6.12,6.05,0.2,3.3058,2.6915,24697205,152298553.2,6133224887.5,5734904575.0
2020-10-19,'002245,°ÄÑóË³²ý,6.05,6.38,6.01,6.35,6.4,-0.35,-5.4688,3.387,31078946,191188174.65,5936961691.1,5551387628.6
2020-10-16,'002245,°ÄÑóË³²ý,6.4,6.54,6.3,6.3,6.41,-0.01,-0.156,2.3629,21681762,138109336.12,6280422284.8,5872542284.8
2020-10-15,'002245,°ÄÑóË³²ý,6.41,6.9,6.3,6.9,6.78,-0.37,-5.4572,5.0435,46278331,299869550.3,6290235444.62,5881718132.12
2020-10-14,'002245,°ÄÑóË³²ý,6.78,6.78,6.26,6.38,6.39,0.39,6.1033,7.0972,65123218,429367015.24,6653322357.96,6221224482.96
2020-10-13,'002245,°ÄÑóË³²ý,6.39,6.51,6.1,6.4,6.5,-0.11,-1.6923,6.0684,55683004,349543204.22,6270609124.98,5863366437.48
2020-10-12,'002245,°ÄÑóË³²ý,6.5,6.63,6.4,6.63,6.66,-0.16,-2.4024,6.6087,60640324,394436219.67,6378553883.0,5964300758.0
2020-10-09,'002245,°ÄÑóË³²ý,6.66,6.93,6.4,6.72,6.49,0.17,2.6194,7.3412,67361589,445495523.97,6535557966.6,6111107841.6
2020-09-30,'002245,°ÄÑóË³²ý,6.49,6.63,5.99,6.11,6.06,0.43,7.0957,7.5129,68936875,437973168.04,6368734414.9,5955118602.4
2020-09-29,'002245,°ÄÑóË³²ý,6.06,6.23,5.94,6.06,6.19,-0.13,-2.1002,5.5249,50695701,308533491.81,5946768960.6,5560557585.6
2020-09-28,'002245,°ÄÑóË³²ý,6.19,6.3,5.81,5.85,5.78,0.41,7.0934,8.1183,74492623,452146964.74,6074339911.9,5679843474.4
2020-09-25,'002245,°ÄÑóË³²ý,5.78,6.1,5.45,5.59,5.55,0.23,4.1441,7.7675,71273220,413256590.28,5672000757.8,5303634132.8
2020-09-24,'002245,°ÄÑóË³²ý,5.55,5.65,5.44,5.53,5.44,0.11,2.0221,4.1939,38482759,213072184.18,5446298305.5,5092589868.0
2020-09-23,'002245,°ÄÑóË³²ý,5.44,5.58,5.38,5.4,5.39,0.05,0.9276,2.9963,27493600,150595496.0,5338353654.4,4991655654.4
2020-09-22,'002245,°ÄÑóË³²ý,5.39,5.52,5.34,5.39,5.43,-0.04,-0.7366,3.7446,34359506,186671777.68,5289287903.9,4945776466.4
2020-09-21,'002245,°ÄÑóË³²ý,5.43,5.48,5.26,5.28,5.28,0.15,2.8409,4.1707,38269731,206103160.58,5328540504.3,4982479816.8
2020-09-18,'002245,°ÄÑóË³²ý,5.28,5.33,4.93,4.95,4.96,0.32,6.4516,4.0092,36787952,190709889.82,5181343252.8,4844842252.8
2020-09-17,'002245,°ÄÑóË³²ý,4.96,5.0,4.9,4.95,4.99,-0.03,-0.6012,1.2406,11383806,56493048.62,4867322449.6,4551215449.6
2020-09-16,'002245,°ÄÑóË³²ý,4.99,5.03,4.89,4.89,4.9,0.09,1.8367,1.5832,14526842,72005861.06,4896761899.9,4578742962.4
