»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-11-18,'002404,ºŒ–¿Àø≥Ò,7.17,7.44,7.16,7.4,7.5,-0.33,-4.4,2.8656,16553802,120180044.2,4141920005.97,4141920005.97
2020-11-17,'002404,ºŒ–¿Àø≥Ò,7.5,7.9,7.05,7.88,7.83,-0.33,-4.2146,7.2258,41741326,313360674.49,4332552307.5,4332552307.5
2020-11-16,'002404,ºŒ–¿Àø≥Ò,7.83,7.89,7.5,7.56,7.46,0.37,4.9598,6.9725,40278006,310641905.93,4523184609.03,4523184609.03
2020-11-13,'002404,ºŒ–¿Àø≥Ò,7.46,7.59,7.24,7.31,7.25,0.21,2.8966,2.8791,16631894,123741735.18,4309445361.86,4309445361.86
2020-11-12,'002404,ºŒ–¿Àø≥Ò,7.25,7.37,7.16,7.3,7.22,0.03,0.4155,2.1401,12362866,89684480.26,4188133897.25,4188133897.25
2020-11-11,'002404,ºŒ–¿Àø≥Ò,7.22,7.6,7.22,7.41,7.38,-0.16,-2.168,2.7887,16109500,119011429.4,4170803688.02,4170803688.02
2020-11-10,'002404,ºŒ–¿Àø≥Ò,7.38,7.66,7.36,7.61,7.49,-0.11,-1.4686,4.1024,23698542,177938893.72,4263231470.58,4263231470.58
2020-11-09,'002404,ºŒ–¿Àø≥Ò,7.49,7.74,7.34,7.48,7.04,0.45,6.392,6.8968,39841239,300292347.89,4326775571.09,4326775571.09
2020-11-06,'002404,ºŒ–¿Àø≥Ò,7.04,7.18,6.91,7.08,6.98,0.06,0.8596,3.5565,20544875,144943432.74,4066822432.64,4066822432.64
2020-11-05,'002404,ºŒ–¿Àø≥Ò,6.98,7.1,6.51,6.55,6.49,0.49,7.5501,4.5399,26225916,179419529.93,4032162014.18,4032162014.18
2020-11-04,'002404,ºŒ–¿Àø≥Ò,6.49,6.55,6.45,6.55,6.55,-0.06,-0.916,0.6973,4028081,26135189.76,3749101930.09,3749101930.09
2020-11-03,'002404,ºŒ–¿Àø≥Ò,6.55,6.62,6.45,6.59,6.52,0.03,0.4601,0.9729,5620062,36607205.48,3783762348.55,3783762348.55
2020-11-02,'002404,ºŒ–¿Àø≥Ò,6.52,6.59,6.31,6.36,6.37,0.15,2.3548,1.2532,7239433,47085652.5,3766432139.32,3766432139.32
2020-10-30,'002404,ºŒ–¿Àø≥Ò,6.37,6.55,6.22,6.22,6.2,0.17,2.7419,1.907,11016028,70896478.34,3679781093.17,3679781093.17
2020-10-29,'002404,ºŒ–¿Àø≥Ò,6.2,6.25,6.16,6.2,6.26,-0.06,-0.9585,0.3431,1981938,12313372.22,3581576574.2,3581576574.2
2020-10-28,'002404,ºŒ–¿Àø≥Ò,6.26,6.28,6.15,6.23,6.3,-0.04,-0.6349,0.4406,2545100,15815401.0,3616236992.66,3616236992.66
2020-10-27,'002404,ºŒ–¿Àø≥Ò,6.3,6.43,6.27,6.34,6.26,0.04,0.639,0.413,2385600,15074356.0,3639343938.3,3639343938.3
2020-10-26,'002404,ºŒ–¿Àø≥Ò,6.26,6.31,6.22,6.3,6.3,-0.04,-0.6349,0.406,2345500,14668600.0,3616236992.66,3616236992.66
2020-10-23,'002404,ºŒ–¿Àø≥Ò,6.3,6.38,6.29,6.36,6.39,-0.09,-1.4085,0.4195,2423300,15348445.0,3639343938.3,3639343938.3
2020-10-22,'002404,ºŒ–¿Àø≥Ò,6.39,6.46,6.32,6.46,6.47,-0.08,-1.2365,0.6896,3983600,25343766.0,3691334565.99,3691334565.99
2020-10-21,'002404,ºŒ–¿Àø≥Ò,6.47,6.52,6.39,6.45,6.5,-0.03,-0.4615,0.6602,3813900,24607664.0,3737548457.27,3737548457.27
2020-10-20,'002404,ºŒ–¿Àø≥Ò,6.5,6.59,6.43,6.59,6.54,-0.04,-0.6116,0.8312,4801450,31087922.0,3754878666.5,3754878666.5
2020-10-19,'002404,ºŒ–¿Àø≥Ò,6.54,6.68,6.48,6.53,6.52,0.02,0.3067,1.1599,6700606,44107566.72,3777985612.14,3777985612.14
