日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-11-18,'002005,ST德豪,1.39,1.4,1.38,1.4,1.4,-0.01,-0.7143,0.5025,8631883,11968474.54,2452960800.0,2387606412.45
2020-11-17,'002005,ST德豪,1.4,1.41,1.39,1.41,1.42,-0.02,-1.4085,0.5418,9305987,13034280.77,2470608000.0,2404783437.0
2020-11-16,'002005,ST德豪,1.42,1.43,1.38,1.39,1.4,0.02,1.4286,0.9397,16141251,22759161.4,2505902400.0,2439137486.1
2020-11-13,'002005,ST德豪,1.4,1.41,1.35,1.37,1.38,0.02,1.4493,1.3484,23161187,32038561.8,2470608000.0,2404783437.0
2020-11-12,'002005,ST德豪,1.38,1.39,1.36,1.37,1.37,0.01,0.7299,0.686,11783500,16239916.0,2435313600.0,2370429387.9
2020-11-11,'002005,ST德豪,1.37,1.38,1.35,1.35,1.35,0.02,1.4815,0.5007,8600260,11747327.6,2417666400.0,2353252363.35
2020-11-10,'002005,ST德豪,1.35,1.39,1.35,1.38,1.38,-0.03,-2.1739,0.5215,8957300,12244126.98,2382372000.0,2318898314.25
2020-11-09,'002005,ST德豪,1.38,1.4,1.36,1.37,1.37,0.01,0.7299,0.8865,15227400,21016367.0,2435313600.0,2370429387.9
2020-11-06,'002005,ST德豪,1.37,1.39,1.37,1.39,1.39,-0.02,-1.4388,0.5928,10182400,14022792.0,2417666400.0,2353252363.35
2020-11-05,'002005,ST德豪,1.39,1.41,1.37,1.41,1.41,-0.02,-1.4184,0.9937,17069462,23651523.55,2452960800.0,2387606412.45
2020-11-04,'002005,ST德豪,1.41,1.44,1.39,1.44,1.45,-0.04,-2.7586,1.0649,18291300,25900061.0,2488255200.0,2421960461.55
2020-11-03,'002005,ST德豪,1.45,1.45,1.4,1.42,1.38,0.07,5.0725,2.0309,34884137,50296118.4,2558844000.0,2490668559.75
2020-11-02,'002005,ST德豪,1.38,1.38,1.38,1.38,1.31,0.07,5.3435,0.1058,1817073,2507560.74,2435313600.0,2370429387.9
2020-10-30,'002005,*ST德豪,0.0,0.0,0.0,0.0,1.31,None,None,0.0,0,0.0,2311783200.0,2250190216.05
2020-10-29,'002005,*ST德豪,1.31,1.32,1.3,1.31,1.32,-0.01,-0.7576,0.2719,4670901,6124080.31,2311783200.0,2250190216.05
2020-10-28,'002005,*ST德豪,1.32,1.36,1.28,1.31,1.31,0.01,0.7634,0.5817,9992497,13147107.45,2329430400.0,2267367240.6
2020-10-27,'002005,*ST德豪,1.31,1.33,1.29,1.31,1.31,0.0,0.0,0.2711,4657310,6093502.1,2311783200.0,2250190216.05
2020-10-26,'002005,*ST德豪,1.31,1.32,1.29,1.3,1.3,0.01,0.7692,0.2246,3857402,5034607.6,2311783200.0,2250190216.05
2020-10-23,'002005,*ST德豪,1.3,1.32,1.29,1.31,1.31,-0.01,-0.7634,0.3422,5878406,7665605.8,2294136000.0,2233013191.5
2020-10-22,'002005,*ST德豪,1.31,1.33,1.31,1.32,1.33,-0.02,-1.5038,0.4488,7709578,10137185.18,2311783200.0,2250190216.05
2020-10-21,'002005,*ST德豪,1.33,1.34,1.3,1.3,1.3,0.03,2.3077,0.8191,14069213,18614488.25,2347077600.0,2284544265.15
2020-10-20,'002005,*ST德豪,1.3,1.31,1.29,1.3,1.3,0.0,0.0,0.2573,4419354,5755096.2,2294136000.0,2233013191.5
2020-10-19,'002005,*ST德豪,1.3,1.31,1.29,1.31,1.3,0.0,0.0,0.2955,5076600,6598704.0,2294136000.0,2233013191.5
2020-10-16,'002005,*ST德豪,1.3,1.32,1.29,1.29,1.3,0.0,0.0,0.2742,4710600,6126351.0,2294136000.0,2233013191.5
