ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-11-18,'000858,Îå Á¸ Òº,263.72,269.52,259.0,267.99,269.1,-5.38,-1.9993,0.5126,19456273,5134604862.27,1.02365766308e+12,1.0010723434e+12
2020-11-17,'000858,Îå Á¸ Òº,269.1,274.55,266.0,272.99,273.0,-3.9,-1.4286,0.4728,17947672,4847011187.19,1.04454071415e+12,1.02149464435e+12
2020-11-16,'000858,Îå Á¸ Òº,273.0,273.15,263.51,268.0,265.0,8.0,3.0189,0.5158,19577792,5269426372.13,1.05967898536e+12,1.03629891456e+12
2020-11-13,'000858,Îå Á¸ Òº,265.0,267.37,258.0,265.0,267.65,-2.65,-0.9901,0.4964,18843071,4950551088.07,1.02862612132e+12,1.0059311808e+12
2020-11-12,'000858,Îå Á¸ Òº,267.65,271.49,265.0,268.9,268.9,-1.25,-0.4649,0.4643,17623158,4716978361.35,1.03891238254e+12,1.01599049261e+12
2020-11-11,'000858,Îå Á¸ Òº,268.9,279.0,268.35,270.7,272.8,-3.9,-1.4296,0.6003,22787338,6218718170.54,1.04376439254e+12,1.02073545101e+12
2020-11-10,'000858,Îå Á¸ Òº,272.8,278.65,267.25,270.74,270.0,2.8,1.037,0.5877,22308070,6085547697.87,1.05890266376e+12,1.03553972122e+12
2020-11-09,'000858,Îå Á¸ Òº,270.0,270.0,260.6,261.0,259.3,10.7,4.1265,0.5434,20628388,5513207008.0,1.04803416135e+12,1.0249110144e+12
2020-11-06,'000858,Îå Á¸ Òº,259.3,261.2,255.05,260.05,259.41,-0.11,-0.0424,0.3982,15116483,3901814024.49,1.0065009557e+12,9.84294170496e+11
2020-11-05,'000858,Îå Á¸ Òº,259.41,259.85,254.05,255.99,253.0,6.41,2.5336,0.4997,18968980,4898017531.93,1.00692793258e+12,9.84711726835e+11
2020-11-04,'000858,Îå Á¸ Òº,253.0,253.0,248.3,250.25,250.4,2.6,1.0383,0.3423,12992837,3267104849.37,9.82046825265e+11,9.6037958016e+11
2020-11-03,'000858,Îå Á¸ Òº,250.4,250.4,245.5,248.1,245.7,4.7,1.9129,0.4356,16535083,4112229156.28,9.71954644452e+11,9.50510066688e+11
2020-11-02,'000858,Îå Á¸ Òº,245.7,251.05,244.5,247.07,244.35,1.35,0.5525,0.4145,15733705,3880439537.77,9.53711086828e+11,9.32669023104e+11
2020-10-30,'000858,Îå Á¸ Òº,244.35,250.0,243.27,246.95,250.0,-5.65,-2.26,0.6309,23948951,5883433065.62,9.48470916022e+11,9.27544468032e+11
2020-10-29,'000858,Îå Á¸ Òº,250.0,253.77,238.49,238.8,239.98,10.02,4.1753,0.921,34962748,8707106516.05,9.7040200125e+11,9.4899168e+11
2020-10-28,'000858,Îå Á¸ Òº,239.98,242.0,233.42,235.0,233.5,6.48,2.7752,0.4499,17076230,4079939455.59,9.3150828904e+11,9.10956093466e+11
2020-10-27,'000858,Îå Á¸ Òº,233.5,235.35,230.7,233.01,232.61,0.89,0.3826,0.3768,14302682,3339001551.88,9.06355469168e+11,8.8635822912e+11
2020-10-26,'000858,Îå Á¸ Òº,232.61,234.59,223.0,230.0,236.63,-4.02,-1.6989,0.4215,16000039,3696971910.06,9.02900838043e+11,8.82979818739e+11
2020-10-23,'000858,Îå Á¸ Òº,236.63,242.24,236.3,240.79,241.74,-5.11,-2.1138,0.3544,13452273,3217550682.48,9.18504902223e+11,8.98239604954e+11
2020-10-22,'000858,Îå Á¸ Òº,241.74,242.99,236.68,242.0,241.77,-0.03,-0.0124,0.3963,15041607,3620503899.72,9.38339919129e+11,9.17636994893e+11
2020-10-21,'000858,Îå Á¸ Òº,241.77,243.7,239.69,240.98,240.98,0.79,0.3278,0.3611,13707691,3309649772.36,9.38456367369e+11,9.17750873894e+11
2020-10-20,'000858,Îå Á¸ Òº,240.98,241.0,235.0,236.0,236.18,4.8,2.0323,0.4741,17996331,4313854388.78,9.35389897045e+11,9.14752060186e+11
2020-10-19,'000858,Îå Á¸ Òº,236.18,241.6,234.6,240.0,236.88,-0.7,-0.2955,0.3238,12290083,2920521351.4,9.16758178621e+11,8.9653141993e+11
2020-10-16,'000858,Îå Á¸ Òº,236.88,240.82,235.24,238.9,238.91,-2.03,-0.8497,0.3118,11835750,2812810615.79,9.19475304224e+11,8.99188596634e+11
2020-10-15,'000858,Îå Á¸ Òº,238.91,240.5,238.34,239.51,239.4,-0.49,-0.2047,0.2944,11176087,2673550249.89,9.27354968475e+11,9.06894409075e+11
2020-10-14,'000858,Îå Á¸ Òº,239.4,244.33,238.18,241.79,242.27,-2.87,-1.1846,0.4826,18319372,4414453297.73,9.29256956397e+11,9.08754432768e+11
2020-10-13,'000858,Îå Á¸ Òº,242.27,244.6,238.84,241.75,241.75,0.52,0.2151,0.4529,17191051,4169972230.29,9.40397171371e+11,9.19648857254e+11
2020-10-12,'000858,Îå Á¸ Òº,241.75,242.01,229.0,229.0,227.57,14.18,6.231,0.855,32455704,7713734277.58,9.38378735209e+11,9.1767495456e+11
2020-10-09,'000858,Îå Á¸ Òº,227.57,229.55,223.29,225.0,221.0,6.57,2.9729,0.5504,20893388,4736861700.78,8.83337533698e+11,8.6384814647e+11
2020-09-30,'000858,Îå Á¸ Òº,221.0,225.0,220.1,221.0,219.73,1.27,0.578,0.4277,16234185,3608733491.7,8.57835369105e+11,8.3890864512e+11
2020-09-29,'000858,Îå Á¸ Òº,219.73,222.8,218.77,222.0,220.13,-0.4,-0.1817,0.2627,9972097,2199769865.19,8.52905726939e+11,8.34087767386e+11
