»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-11-18,'000678,œÂ—Ù÷·≥–,5.08,5.17,4.94,5.02,5.05,0.03,0.5941,1.9523,8973016,45270088.87,2334827928.76,2334827928.76
2020-11-17,'000678,œÂ—Ù÷·≥–,5.05,5.23,4.93,4.97,4.95,0.1,2.0202,1.8551,8526178,43099485.87,2321039574.85,2321039574.85
2020-11-16,'000678,œÂ—Ù÷·≥–,4.95,5.02,4.9,4.95,4.94,0.01,0.2024,1.3322,6123009,30404880.52,2275078395.15,2275078395.15
2020-11-13,'000678,œÂ—Ù÷·≥–,4.94,4.96,4.91,4.95,4.94,0.0,0.0,0.4331,1990607,9822004.06,2270482277.18,2270482277.18
2020-11-12,'000678,œÂ—Ù÷·≥–,4.94,4.98,4.9,4.98,4.93,0.01,0.2028,0.5451,2505201,12355925.75,2270482277.18,2270482277.18
2020-11-11,'000678,œÂ—Ù÷·≥–,4.93,4.96,4.89,4.96,4.96,-0.03,-0.6048,0.5439,2499800,12293023.0,2265886159.21,2265886159.21
2020-11-10,'000678,œÂ—Ù÷·≥–,4.96,5.03,4.87,4.97,4.95,0.01,0.202,1.0287,4728000,23265708.26,2279674513.12,2279674513.12
2020-11-09,'000678,œÂ—Ù÷·≥–,4.95,4.98,4.9,4.95,4.91,0.04,0.8147,0.6548,3009500,14880961.0,2275078395.15,2275078395.15
2020-11-06,'000678,œÂ—Ù÷·≥–,4.91,4.97,4.9,4.97,4.97,-0.06,-1.2072,0.3912,1798200,8849653.0,2256693923.27,2256693923.27
2020-11-05,'000678,œÂ—Ù÷·≥–,4.97,5.0,4.88,4.94,4.91,0.06,1.222,1.2651,5814500,28758771.98,2284270631.09,2284270631.09
2020-11-04,'000678,œÂ—Ù÷·≥–,4.91,4.95,4.8,4.88,4.88,0.03,0.6148,0.6733,3094700,15108488.64,2256693923.27,2256693923.27
2020-11-03,'000678,œÂ—Ù÷·≥–,4.88,4.94,4.71,4.74,4.74,0.14,2.9536,1.0849,4986400,24088617.0,2242905569.36,2242905569.36
2020-11-02,'000678,œÂ—Ù÷·≥–,4.74,4.83,4.67,4.76,4.75,-0.01,-0.2105,0.5871,2698200,12732657.0,2178559917.78,2178559917.78
2020-10-30,'000678,œÂ—Ù÷·≥–,4.75,4.95,4.74,4.88,4.93,-0.18,-3.6511,0.818,3759800,18173001.56,2183156035.75,2183156035.75
